Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Saturated_weight_leaf,Thickness1_leaf,Thickness2_leaf,Thickness3_leaf,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LDMCleaf,LMAleaf,LDleaf,Saturated_weight_disc,Thickness1_disc,Thickness2_disc,Thickness3_disc,Leaf_area_disc,Dry_mass_disc,LTdisc,LDMCdisc,LMAdisc,LDdisc
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,1,1.7655,0.24,0.235,0.218,87.082,0.4658,0.231,0.263834608,53.4898142,0.231557637,0.0142,0.201,0.227,0.236,0.889,0.0037,0.221333333,0.26056338,41.61979753,0.188041254
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,2,1.1139,0.216,0.23,0.238,51.169,0.2934,0.228,0.263398869,57.33940472,0.251488617,0.0128,0.195,0.213,0.287,0.889,0.0036,0.231666667,0.28125,40.49493813,0.174798294
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,3,1.9308,0.211,0.243,0.226,92.957,0.4832,0.226666667,0.25025896,51.98102348,0.229328045,0.0158,0.246,0.241,0.237,0.889,0.0048,0.241333333,0.303797468,53.99325084,0.22372894
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,4,1.8662,0.219,0.235,0.207,92.439,0.4715,0.220333333,0.252652449,51.00660976,0.231497472,0.0118,0.191,0.226,0.211,0.889,0.0034,0.209333333,0.288135593,38.24521935,0.182700092
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,5,1.5314,0.216,0.23,0.229,76.604,0.3683,0.225,0.24049889,48.07842932,0.213681908,0.0152,0.227,0.236,0.228,0.889,0.0036,0.230333333,0.236842105,40.49493813,0.175810151
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,6,1.8547,0.229,0.235,0.238,85.345,0.5358,0.234,0.288887691,62.78047923,0.268292646,0.0142,0.236,0.219,0.231,0.889,0.0041,0.228666667,0.288732394,46.1192351,0.201687617
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,1,0.3332,0.19,0.179,0.201,17.841,0.1134,0.19,0.340336134,63.56145956,0.334533998,0.0167,0.182,0.197,0.196,0.889,0.0057,0.191666667,0.341317365,64.11698538,0.334523402
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,2,0.7611,0.175,0.173,0.176,41.417,0.2817,0.174666667,0.370122192,68.01554917,0.389401999,0.0143,0.183,0.191,0.177,0.889,0.006,0.183666667,0.41958042,67.49156355,0.367467678
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,3,0.749,0.164,0.173,0.186,40.812,0.2669,0.174333333,0.356341789,65.39743213,0.375128674,0.0147,0.191,0.176,0.179,0.889,0.0052,0.182,0.353741497,58.49268841,0.321388398
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,4,0.7226,0.175,0.187,0.187,40.037,0.2666,0.183,0.368945475,66.58840572,0.36387107,0.0146,0.193,0.188,0.177,0.889,0.0059,0.186,0.404109589,66.36670416,0.356810237
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,5,0.4885,0.192,0.181,0.178,27.28,0.1695,0.183666667,0.346980553,62.13343109,0.338294543,0.0143,0.161,0.169,0.167,0.889,0.0045,0.165666667,0.314685315,50.61867267,0.305545308
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,6,0.7492,0.194,0.194,0.191,38.887,0.2683,0.193,0.358115323,68.99477975,0.357485905,0.0152,0.198,0.187,0.183,0.889,0.0053,0.189333333,0.348684211,59.61754781,0.314881414
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,1,0.8798,0.227,0.246,0.227,39.4,0.2748,0.233333333,0.312343714,69.74619289,0.298912255,0.0132,0.272,0.258,0.239,0.889,0.0055,0.256333333,0.416666667,61.86726659,0.241354746
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,2,1.4359,0.262,0.265,0.244,60.174,0.4172,0.257,0.290549481,69.33226975,0.269775369,0.0152,0.253,0.24,0.234,0.889,0.0061,0.242333333,0.401315789,68.61642295,0.283148926
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,3,1.4118,0.228,0.265,0.271,62.073,0.3915,0.254666667,0.277305567,63.07090039,0.247660604,0.0147,0.235,0.239,0.237,0.889,0.0053,0.237,0.360544218,59.61754781,0.251550835
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,4,1.5243,0.248,0.252,0.273,64.897,0.4517,0.257666667,0.296332743,69.60260104,0.270126524,0.0152,0.289,0.259,0.251,0.889,0.0049,0.266333333,0.322368421,55.11811024,0.206951603
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,5,1.1319,0.245,0.248,0.241,50.176,0.3206,0.244666667,0.283240569,63.89508929,0.261151591,0.0146,0.238,0.231,0.226,0.889,0.0046,0.231666667,0.315068493,51.74353206,0.223353376
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,6,1.3391,0.255,0.246,0.235,59.044,0.4005,0.245333333,0.299081473,67.83077027,0.276484118,0.0171,0.259,0.249,0.353,0.889,0.006,0.287,0.350877193,67.49156355,0.235162242
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,1,0.6544,0.199,0.201,0.196,40.235,0.2476,0.198666667,0.378361858,61.53846154,0.309757357,0.0126,0.192,0.212,0.273,0.889,0.0052,0.225666667,0.412698413,58.49268841,0.259199506
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,2,0.4932,0.171,0.187,0.161,36.494,0.1765,0.173,0.357866991,48.36411465,0.279561356,0.0131,0.252,0.198,0.203,0.889,0.0058,0.217666667,0.442748092,65.24184477,0.299732824
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,3,0.5037,0.171,0.185,0.185,34.824,0.1836,0.180333333,0.36450268,52.72226051,0.29236004,0.0135,0.234,0.227,0.202,0.889,0.0053,0.221,0.392592593,59.61754781,0.26976266
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,4,0.7096,0.214,0.222,0.232,36.411,0.2491,0.222666667,0.351042841,68.41339156,0.30724577,0.0134,0.215,0.23,0.207,0.889,0.0056,0.217333333,0.417910448,62.99212598,0.28984107
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,5,0.5838,0.164,0.182,0.164,40.51,0.2165,0.17,0.37084618,53.44359417,0.314374083,0.0129,0.2,0.213,0.203,0.889,0.005,0.205333333,0.387596899,56.24296963,0.273910566
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,6,0.6224,0.198,0.201,0.217,36.101,0.2218,0.205333333,0.356362468,61.43874131,0.299214649,0.0117,0.186,0.18,0.19,0.889,0.0053,0.185333333,0.452991453,59.61754781,0.321677416
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,1,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,2,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,3,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,4,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,5,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,6,,,,,,,,,,,,,,,,,,,,
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,1,1.4172,0.233,0.225,0.224,49.687,0.5906,0.227333333,0.416737228,118.8640892,0.522862562,0.0147,0.21,0.214,0.205,0.889,0.0084,0.209666667,0.571428571,94.48818898,0.450659089
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,2,1.9045,0.205,0.22,0.189,66.299,0.8015,0.204666667,0.420845366,120.8917178,0.590676146,0.0216,0.232,0.227,0.214,0.889,0.0109,0.224333333,0.50462963,122.6096738,0.546551295
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,3,1.4652,0.243,0.212,0.204,51.008,0.6398,0.219666667,0.436663937,125.4313049,0.571007458,0.0182,0.227,0.229,0.215,0.889,0.0099,0.223666667,0.543956044,111.3610799,0.497888584
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,4,1.9201,0.237,0.237,0.218,61.925,0.7951,0.230666667,0.414093016,128.3972547,0.556635497,0.0154,0.23,0.221,0.229,0.889,0.0093,0.226666667,0.603896104,104.6119235,0.461523192
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,5,2.3019,0.204,0.214,0.196,83.115,0.9889,0.204666667,0.429601633,118.9797269,0.58133417,0.0181,0.229,0.226,0.217,0.889,0.0096,0.224,0.53038674,107.9865017,0.482082597
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,6,1.5092,0.205,0.185,0.186,59.085,0.6079,0.192,0.402796183,102.8856732,0.535862881,0.0178,0.218,0.209,0.243,0.889,0.0099,0.223333333,0.556179775,111.3610799,0.498631701
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,1,1.1617,0.265,0.269,0.269,48.894,0.4437,0.267666667,0.38194026,90.74733096,0.339031124,0.0176,0.277,0.252,0.246,0.889,0.0077,0.258333333,0.4375,86.61417323,0.335280671
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,2,1.5618,0.248,0.247,0.26,73.54,0.5503,0.251666667,0.352349853,74.83002448,0.297337846,0.0187,0.29,0.311,0.296,0.889,0.0082,0.299,0.438502674,92.23847019,0.308489867
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,3,0.9482,0.246,0.257,0.247,45.421,0.321,0.25,0.338536174,70.67215605,0.282688624,0.0147,0.237,0.231,0.24,0.889,0.0054,0.236,0.367346939,60.7424072,0.257383081
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,4,1.3079,0.268,0.285,0.278,54.084,0.5104,0.277,0.390243902,94.37171807,0.340692123,0.0157,0.226,0.264,0.24,0.889,0.0064,0.243333333,0.407643312,71.99100112,0.295853429
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,5,1.0576,0.242,0.237,0.245,52.443,0.3901,0.241333333,0.368854009,74.38552333,0.308227307,0.0149,0.258,0.251,0.258,0.889,0.0062,0.255666667,0.416107383,69.74128234,0.272782069
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,6,1.0872,0.283,0.279,0.292,45.443,0.4415,0.284666667,0.406089036,97.15467729,0.341292777,0.0169,0.257,0.278,0.289,0.889,0.0073,0.274666667,0.431952663,82.11473566,0.298961416
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,1,2.8136,0.188,0.181,0.184,182.155,0.6137,0.184333333,0.218119136,33.69108726,0.182772625,0.0116,0.215,0.195,0.21,0.889,0.0027,0.206666667,0.232758621,30.3712036,0.146957437
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,2,2.8269,0.181,0.193,0.17,172.254,0.7042,0.181333333,0.249106795,40.88148896,0.225449388,0.0101,0.243,0.254,0.288,0.889,0.003,0.261666667,0.297029703,33.74578178,0.128964771
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,3,2.9339,0.248,0.213,0.178,179.677,0.6676,0.213,0.227546951,37.15556248,0.17443926,0.0097,0.188,0.193,0.17,0.889,0.0025,0.183666667,0.257731959,28.12148481,0.153111533
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,4,3.0637,0.158,0.177,0.165,202.533,0.6608,0.166666667,0.215686915,32.62678181,0.195760691,0.0094,0.162,0.168,0.147,0.889,0.0016,0.159,0.170212766,17.99775028,0.113193398
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,5,2.7892,0.184,0.201,0.224,172.166,0.6862,0.203,0.246020364,39.85688231,0.196339322,0.0106,0.189,0.184,0.186,0.889,0.0027,0.186333333,0.254716981,30.3712036,0.162993937
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,6,2.8024,0.239,0.206,0.187,166.275,0.6343,0.210666667,0.226341707,38.14764697,0.181080603,0.0103,0.208,0.2,0.181,0.889,0.0024,0.196333333,0.233009709,26.99662542,0.137504034
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,1,1.8675,0.152,0.115,0.117,116.032,0.6912,0.128,0.370120482,59.56977386,0.465388858,0.0131,0.162,0.171,0.151,0.889,0.0054,0.161333333,0.41221374,60.7424072,0.376502524
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,2,1.9975,0.133,0.142,0.146,122.166,0.7263,0.140333333,0.363604506,59.45189333,0.423647696,0.0102,0.144,0.13,0.12,0.889,0.004,0.131333333,0.392156863,44.9943757,0.342596769
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,3,1.7086,0.183,0.162,0.146,87.721,0.7067,0.163666667,0.413613485,80.56223709,0.492233628,0.0136,0.154,0.157,0.145,0.889,0.0052,0.152,0.382352941,58.49268841,0.384820319
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,4,1.2993,0.132,0.15,0.16,74.136,0.4878,0.147333333,0.375432925,65.79799288,0.446592712,0.0123,0.15,0.15,0.14,0.889,0.0052,0.146666667,0.422764228,58.49268841,0.398813785
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,5,1.7884,0.157,0.147,0.136,102.296,0.6801,0.146666667,0.380284053,66.48353797,0.45329685,0.0112,0.146,0.147,0.146,0.889,0.0051,0.146333333,0.455357143,57.36782902,0.392035278
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,6,2.5479,0.154,0.155,0.174,132.986,1.0268,0.161,0.402998548,77.21113501,0.479572267,0.0131,0.163,0.168,0.156,0.889,0.0054,0.162333333,0.41221374,60.7424072,0.374183207
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,1,4.3836,0.307,0.275,0.285,145.589,1.5134,0.289,0.345241354,103.9501611,0.359689139,0.017,0.29,0.282,0.271,0.889,0.0036,0.281,0.211764706,40.49493813,0.1441101
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,2,2.4966,0.289,0.294,0.31,82.296,0.8212,0.297666667,0.328927341,99.78613784,0.335227787,0.0213,0.288,0.297,0.318,0.889,0.0087,0.301,0.408450704,97.86276715,0.325125472
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,3,1.5301,0.27,0.275,0.284,55.965,0.5811,0.276333333,0.379779099,103.8327526,0.375751819,0.0191,0.265,0.261,0.283,0.889,0.0073,0.269666667,0.382198953,82.11473566,0.304504582
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,4,0.8547,0.272,0.262,0.271,30.486,0.267,0.268333333,0.312390312,87.58118481,0.326389509,0.0188,0.255,0.256,0.286,0.889,0.0075,0.265666667,0.39893617,84.36445444,0.317557545
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,5,0.5987,0.291,0.274,0.278,20.962,0.1853,0.281,0.309503925,88.39805362,0.314583821,0.0209,0.299,0.246,0.271,0.889,0.0079,0.272,0.377990431,88.86389201,0.326705485
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,6,0.6272,0.285,0.268,0.298,22.233,0.1994,0.283666667,0.317920918,89.68650205,0.316168632,0.0208,0.297,0.268,0.251,0.889,0.0071,0.272,0.341346154,79.86501687,0.293621386
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,1,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,2,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,3,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,4,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,5,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,6,,,,,,,,,,,,,,,,,,,,
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,1,0.9367,0.164,0.162,0.158,41.851,0.4301,0.161333333,0.459165154,102.7693484,0.637000093,0.0112,0.132,0.142,0.146,0.889,0.0054,0.14,0.482142857,60.7424072,0.433874337
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,2,0.7993,0.164,0.147,0.149,40.107,0.3706,0.153333333,0.463655699,92.40282245,0.602627103,0.0136,0.158,0.147,0.151,0.889,0.0064,0.152,0.470588235,71.99100112,0.473625007
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,3,0.7018,0.148,0.155,0.149,38.499,0.2832,0.150666667,0.40353377,73.56035222,0.488232426,0.0142,0.19,0.168,0.158,0.889,0.0077,0.172,0.542253521,86.61417323,0.503570775
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,4,0.5772,0.138,0.142,0.156,33.668,0.2372,0.145333333,0.410949411,70.45265534,0.484765977,0.0112,0.179,0.16,0.178,0.889,0.0059,0.172333333,0.526785714,66.36670416,0.385106601
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,5,0.7097,0.144,0.146,0.158,41.568,0.2871,0.149333333,0.404537128,69.06755196,0.462505928,0.0128,0.145,0.151,0.154,0.889,0.0063,0.15,0.4921875,70.86614173,0.472440945
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,6,1.1836,0.175,0.16,0.164,54.197,0.5466,0.166333333,0.461811423,100.8542908,0.606338422,0.0156,0.186,0.165,0.154,0.889,0.0077,0.168333333,0.493589744,86.61417323,0.514539643
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,1,1.5414,0.174,0.173,0.182,98.707,0.4598,0.176333333,0.298300247,46.58230926,0.264171886,0.0126,0.184,0.179,0.193,0.889,0.0058,0.185333333,0.46031746,65.24184477,0.352024342
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,2,1.1445,0.186,0.182,0.177,75.163,0.3389,0.181666667,0.296111839,45.08867395,0.248194535,0.0129,0.174,0.176,0.178,0.889,0.0067,0.176,0.519379845,75.3655793,0.428213519
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,3,0.9223,0.181,0.187,0.19,59.396,0.2714,0.186,0.294264339,45.69331268,0.245662971,0.0127,0.205,0.204,0.201,0.889,0.0059,0.203333333,0.464566929,66.36670416,0.326393627
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,4,0.9194,0.182,0.183,0.184,58.812,0.2784,0.183,0.302806178,47.33727811,0.258673651,0.0123,0.184,0.175,0.178,0.889,0.006,0.179,0.487804878,67.49156355,0.377047841
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,5,1.8527,0.204,0.215,0.213,111.066,0.5334,0.210666667,0.28790414,48.02549835,0.227969138,0.0121,0.214,0.201,0.298,0.889,0.0045,0.237666667,0.371900826,50.61867267,0.212981792
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,6,1.2578,0.185,0.2,0.197,74.084,0.3784,0.194,0.300842741,51.07715566,0.263284308,0.0103,0.175,0.162,0.168,0.889,0.0052,0.168333333,0.504854369,58.49268841,0.347481317
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,1,0.9485,0.138,0.139,0.136,55.386,0.4256,0.137666667,0.448708487,76.84252338,0.558178136,0.011,0.143,0.144,0.131,0.889,0.0046,0.139333333,0.418181818,51.74353206,0.371365063
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,2,0.7688,0.156,0.139,0.142,44.297,0.2934,0.145666667,0.381633715,66.23473373,0.454700689,0.0102,0.143,0.147,0.149,0.889,0.0049,0.146333333,0.480392157,55.11811024,0.376661346
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,3,0.6219,0.157,0.148,0.151,38.99,0.2597,0.152,0.417591253,66.60682226,0.438202778,0.0104,0.126,0.142,0.138,0.889,0.0055,0.135333333,0.528846154,61.86726659,0.45714729
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,4,0.7798,0.148,0.157,0.14,42.749,0.3523,0.148333333,0.451782508,82.41128447,0.555581693,0.0085,0.121,0.131,0.127,0.889,0.0037,0.126333333,0.435294118,41.61979753,0.329444308
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,5,0.6261,0.144,0.135,0.151,37.549,0.2733,0.143333333,0.436511739,72.7848944,0.507801589,0.0118,0.127,0.139,0.141,0.889,0.0045,0.135666667,0.381355932,50.61867267,0.373110609
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,6,0.5416,0.135,0.135,0.162,32.99,0.2342,0.144,0.432422452,70.99120946,0.49299451,0.0102,0.14,0.135,0.148,0.889,0.0049,0.141,0.480392157,55.11811024,0.390908583
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,1,,,,,,,,,,,,,,,,,,,,
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,2,,,,,,,,,,,,,,,,,,,,
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,3,,,,,,,,,,,,,,,,,,,,
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,4,,,,,,,,,,,,,,,,,,,,
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,5,,,,,,,,,,,,,,,,,,,,
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,6,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,1,5.9382,0.222,0.241,0.235,108.323,0.8125,0.232666667,0.136825974,75.00715453,0.32238032,0.0174,0.253,0.244,0.228,0.889,0.0035,0.241666667,0.201149425,39.37007874,0.162910671
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,2,5.7136,0.232,0.225,0.217,189.527,0.8015,0.224666667,0.140279334,42.2894891,0.188232147,0.0151,0.264,0.262,0.232,0.889,0.0033,0.252666667,0.218543046,37.12035996,0.146914353
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,3,2.9647,0.216,0.211,0.208,82.454,0.1811,0.211666667,0.061085439,21.96376161,0.103765803,0.0153,0.218,0.217,0.213,0.889,0.0024,0.216,0.156862745,26.99662542,0.124984377
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,4,2.6847,0.184,0.183,0.183,109.39,0.2446,0.183333333,0.091108876,22.36036201,0.121965611,0.0174,0.273,0.291,0.295,0.889,0.0036,0.286333333,0.206896552,40.49493813,0.141425861
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,5,6.4173,0.207,0.205,0.213,272.402,1.1965,0.208333333,0.18644913,43.92405342,0.210835456,0.0163,0.283,0.244,0.247,0.889,0.0032,0.258,0.196319018,35.99550056,0.139517444
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,6,7.6387,0.281,0.311,0.244,265.228,1.3464,0.278666667,0.176260358,50.76387108,0.182167001,0.0168,0.269,0.269,0.251,0.889,0.0037,0.263,0.220238095,41.61979753,0.158250181
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,1,1.3415,0.193,0.209,0.201,62.834,0.5291,0.201,0.394409243,84.20600312,0.418935339,0.0165,0.192,0.195,0.203,0.889,0.0071,0.196666667,0.43030303,79.86501687,0.406093306
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,2,0.9404,0.197,0.195,0.189,45.889,0.3895,0.193666667,0.414185453,84.87872911,0.438272267,0.0149,0.182,0.191,0.19,0.889,0.0065,0.187666667,0.436241611,73.11586052,0.389604941
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,3,1.2982,0.201,0.19,0.2,61.157,0.5455,0.197,0.420197196,89.19665778,0.452774913,0.0166,0.207,0.202,0.199,0.889,0.0074,0.202666667,0.445783133,83.23959505,0.410721686
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,4,1.0171,0.192,0.182,0.189,48.913,0.4311,0.187666667,0.423852129,88.13607834,0.469641625,0.0156,0.206,0.19,0.191,0.889,0.0064,0.195666667,0.41025641,71.99100112,0.367926752
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,5,1.014,0.191,0.184,0.183,51.289,0.4241,0.186,0.418244576,82.68829574,0.44456073,0.0149,0.199,0.196,0.199,0.889,0.0067,0.198,0.44966443,75.3655793,0.380634239
