Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Saturated_weight_leaf,Thickness1_leaf,Thickness2_leaf,Thickness3_leaf,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LDMCleaf,LMAleaf,LDleaf,Saturated_weight_disc,Thickness1_disc,Thickness2_disc,Thickness3_disc,Leaf_area_disc,Dry_mass_disc,LTdisc,LDMCdisc,LMAdisc,LDdisc
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,1,,,,,,,,,,,,,,,,,,,,
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,2,,,,,,,,,,,,,,,,,,,,
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,3,,,,,,,,,,,,,,,,,,,,
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,4,,,,,,,,,,,,,,,,,,,,
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,5,,,,,,,,,,,,,,,,,,,,
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,161,6,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,1,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,2,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,3,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,4,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,5,,,,,,,,,,,,,,,,,,,,
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,162,6,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,1,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,2,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,3,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,4,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,5,,,,,,,,,,,,,,,,,,,,
Magnolia floribunda,Magnoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,163,6,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,1,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,2,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,3,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,4,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,5,,,,,,,,,,,,,,,,,,,,
Elaeocarpus japonicus,Elaeocarpaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,164,6,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,1,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,2,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,3,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,4,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,5,,,,,,,,,,,,,,,,,,,,
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,165,6,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,1,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,2,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,3,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,4,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,5,,,,,,,,,,,,,,,,,,,,
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,166,6,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,1,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,2,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,3,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,4,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,5,,,,,,,,,,,,,,,,,,,,
Lithocarpus hancei,Fagaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,167,6,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,1,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,2,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,3,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,4,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,5,,,,,,,,,,,,,,,,,,,,
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_canopy,STF,Chen Yajun,168,6,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,1,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,2,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,3,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,4,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,5,,,,,,,,,,,,,,,,,,,,
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_canopy,STF,Chen Yajun,169,6,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,1,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,2,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,3,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,4,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,5,,,,,,,,,,,,,,,,,,,,
Sorbus rhamnoides,Rosaceae,T,D,single,Ailao_canopy,STF,Chen Yajun,170,6,,,,,,,,,,,,,,,,,,,,
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,1,2.1574,0.266,0.248,0.252,76.511,0.948,0.255333333,0.439417818,123.9037524,0.485262738,0.0232,0.356,0.331,0.336,0.889,0.0108,0.341,0.465517241,121.4848144,0.356260453
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,2,1.9124,0.306,0.299,0.29,60.991,0.8624,0.298333333,0.450951684,141.3979112,0.473959479,0.0216,0.375,0.325,0.324,0.889,0.0098,0.341333333,0.453703704,110.2362205,0.322957677
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,3,1.8182,0.302,0.291,0.3,60.279,0.8129,0.297666667,0.447090529,134.8562518,0.453044519,0.0238,0.386,0.337,0.327,0.889,0.0108,0.35,0.453781513,121.4848144,0.34709947
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,4,1.9973,0.311,0.311,0.304,59.994,0.8894,0.308666667,0.445301157,148.2481581,0.48028561,0.0271,0.389,0.341,0.327,0.889,0.0117,0.352333333,0.431734317,131.6085489,0.373534198
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,5,2.0406,0.311,0.298,0.307,64.343,0.9248,0.305333333,0.453200039,143.7296986,0.470730454,0.0253,0.369,0.328,0.322,0.889,0.0116,0.339666667,0.458498024,130.4836895,0.384152177
Lithocarpus pachyphyllus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,103,6,2.6277,0.323,0.3,0.276,81.58,1.1265,0.299666667,0.428701907,138.085315,0.460796379,0.0249,0.379,0.333,0.326,0.889,0.0121,0.346,0.485943775,136.1079865,0.393375684
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,1,0.9068,0.501,0.503,0.453,22.385,0.3713,0.485666667,0.409461844,165.8700022,0.341530547,0.0302,0.476,0.533,0.501,0.889,0.0129,0.503333333,0.427152318,145.1068616,0.288291778
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,2,0.8938,0.499,0.493,0.475,21.905,0.3134,0.489,0.350637727,143.0723579,0.292581509,0.0303,0.545,0.509,0.5,0.889,0.0123,0.518,0.405940594,138.3577053,0.267099817
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,3,0.9896,0.518,0.503,0.477,24.751,0.4045,0.499333333,0.408751011,163.4277403,0.32729187,0.0267,0.444,0.461,0.426,0.889,0.0113,0.443666667,0.423220974,127.1091114,0.28649687
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,4,0.8808,0.481,0.487,0.506,21.318,0.3163,0.491333333,0.359105359,148.3722676,0.301978835,0.0257,0.426,0.466,0.446,0.889,0.0079,0.446,0.307392996,88.86389201,0.199246395
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,5,0.9985,0.56,0.57,0.552,20.357,0.3695,0.560666667,0.370055083,181.5100457,0.323739677,0.0273,0.466,0.496,0.451,0.889,0.0086,0.471,0.315018315,96.73790776,0.205388339
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,104,6,0.9035,0.506,0.486,0.467,23.045,0.3183,0.486333333,0.352296624,138.1210675,0.284004937,0.0315,0.519,0.528,0.478,0.889,0.0125,0.508333333,0.396825397,140.6074241,0.276604769
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,1,1.0715,0.221,0.266,0.224,57.554,0.4058,0.237,0.378721419,70.50769712,0.297500832,0.012,0.16,0.2,0.17,0.889,0.0034,0.176666667,0.283333333,38.24521935,0.216482374
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,2,0.6974,0.215,0.212,0.218,39.809,0.2603,0.215,0.373243476,65.38722399,0.304126623,0.0145,0.17,0.2,0.24,0.889,0.0057,0.203333333,0.393103448,64.11698538,0.315329436
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,3,0.7548,0.234,0.238,0.207,39.227,0.3152,0.226333333,0.417594065,80.35281821,0.355019815,0.0139,0.214,0.205,0.189,0.889,0.0041,0.202666667,0.294964029,46.1192351,0.227562015
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,4,0.8121,0.227,0.213,0.242,39.632,0.3566,0.227333333,0.439108484,89.97779572,0.395796755,0.0137,0.22,0.204,0.209,0.889,0.0041,0.211,0.299270073,46.1192351,0.218574574
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,5,1.1175,0.227,0.25,0.259,45.663,0.4478,0.245333333,0.400715884,98.06626809,0.399726636,0.0149,0.26,0.269,0.255,0.889,0.0067,0.261333333,0.44966443,75.3655793,0.288388696
Lyonia ovalifolia,Ericaceae,T,D,single,Ailao_underground,STF,Chen Yajun,105,6,1.4627,0.224,0.197,0.197,70.391,0.6532,0.206,0.446571409,92.79595403,0.450465796,0.0197,0.27,0.27,0.262,0.889,0.0089,0.267333333,0.45177665,100.1124859,0.374485608
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,1,0.5061,0.215,0.199,0.181,25.133,0.1482,0.198333333,0.292827504,58.96629929,0.297309072,0.0133,0.193,0.215,0.172,0.889,0.0056,0.193333333,0.421052632,62.99212598,0.325821341
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,2,0.6928,0.226,0.235,0.192,30.477,0.2007,0.217666667,0.289693995,65.85293828,0.302540298,0.0141,0.21,0.209,0.176,0.889,0.0044,0.198333333,0.312056738,49.49381327,0.249548638
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,3,0.4722,0.19,0.201,0.176,24.373,0.1304,0.189,0.276154172,53.50182579,0.283078443,0.0133,0.19,0.195,0.167,0.889,0.0047,0.184,0.353383459,52.86839145,0.287328214
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,4,0.4868,0.204,0.206,0.198,25.29,0.1537,0.202666667,0.315735415,60.77500989,0.299876694,0.0145,0.219,0.21,0.186,0.889,0.0049,0.205,0.337931034,55.11811024,0.26886883
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,5,0.4371,0.208,0.209,0.186,22.407,0.1388,0.201,0.317547472,61.94492792,0.308183721,0.0158,0.218,0.22,0.191,0.889,0.0062,0.209666667,0.392405063,69.74128234,0.332629328
Litsea cubeba,Lauraceae,T,D,single,Ailao_underground,STF,Chen Yajun,106,6,0.654,0.217,0.231,0.188,28.728,0.2245,0.212,0.343272171,78.14675578,0.368616773,0.0166,0.232,0.224,0.201,0.889,0.0064,0.219,0.385542169,71.99100112,0.328726033
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,1,2.1065,0.365,0.4,0.368,57.952,0.7194,0.377666667,0.34151436,124.137217,0.328695191,0.0252,0.33,0.28,0.27,0.889,0.0086,0.293333333,0.341269841,96.73790776,0.329788322
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,2,1.7639,0.355,0.368,0.37,50.946,0.6274,0.364333333,0.355689098,123.150002,0.338014644,0.0244,0.3,0.3,0.29,0.889,0.0064,0.296666667,0.262295082,71.99100112,0.242666296
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,3,1.7694,0.328,0.331,0.307,53.584,0.5994,0.322,0.338758901,111.8617498,0.347396738,0.0207,0.307,0.305,0.305,0.889,0.0075,0.305666667,0.362318841,84.36445444,0.276001487
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,4,2.0973,0.354,0.348,0.315,61.335,0.7038,0.339,0.33557431,114.7468819,0.338486377,0.0217,0.313,0.319,0.316,0.889,0.0076,0.316,0.350230415,85.48931384,0.270535803
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,5,2.2717,0.377,0.356,0.34,63.965,0.7484,0.357666667,0.329444909,117.0014852,0.327124376,0.0253,0.393,0.378,0.37,0.889,0.008,0.380333333,0.316205534,89.98875141,0.236604955
Viburnum cylindricum,Adoxaceae,T,E,single,Ailao_underground,STF,Chen Yajun,107,6,1.9603,0.372,0.369,0.348,55.482,0.686,0.363,0.349946437,123.6437043,0.340616265,0.0227,0.347,0.36,0.339,0.889,0.0085,0.348666667,0.374449339,95.61304837,0.274224804
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,1,0.7221,0.276,0.315,0.277,32.937,0.2754,0.289333333,0.381387619,83.61417251,0.288989075,0.0138,0.2,0.19,0.16,0.889,0.0055,0.183333333,0.398550725,61.86726659,0.337457818
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,2,0.6221,0.327,0.26,0.278,28.279,0.2455,0.288333333,0.394631088,86.81353655,0.30108741,0.0136,0.22,0.19,0.18,0.889,0.0054,0.196666667,0.397058824,60.7424072,0.308859698
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,3,0.9131,0.165,0.18,0.175,53.877,0.3944,0.173333333,0.431935166,73.20377898,0.422329494,0.0133,0.159,0.152,0.163,0.889,0.0058,0.158,0.436090226,65.24184477,0.412923068
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,4,0.7017,0.176,0.152,0.142,43.607,0.2992,0.156666667,0.426393045,68.61283739,0.437954281,0.0121,0.157,0.141,0.144,0.889,0.0053,0.147333333,0.438016529,59.61754781,0.40464399
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,5,0.7808,0.229,0.212,0.172,35.058,0.3464,0.204333333,0.443647541,98.80769011,0.483561289,0.0161,0.222,0.204,0.167,0.889,0.0077,0.197666667,0.47826087,86.61417323,0.438183001
Styrax perkinsiae,Styracaceae,T,D,single,Ailao_underground,STF,Chen Yajun,108,6,0.5566,0.209,0.199,0.162,28.229,0.256,0.19,0.459935322,90.68688228,0.47729938,0.0136,0.2,0.186,0.153,0.889,0.0059,0.179666667,0.433823529,66.36670416,0.369387964
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,1,0.4607,0.199,0.212,0.202,23.31,0.1603,0.204333333,0.347948774,68.76876877,0.336551886,0.0185,0.211,0.249,0.194,0.889,0.0067,0.218,0.362162162,75.3655793,0.345713667
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,2,0.5148,0.191,0.196,0.204,24.738,0.1853,0.197,0.35994561,74.90500445,0.380228449,0.0209,0.247,0.246,0.249,0.889,0.0086,0.247333333,0.411483254,96.73790776,0.391123616
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,3,0.5748,0.218,0.23,0.22,25.124,0.2091,0.222666667,0.363778706,83.22719312,0.373774819,0.0217,0.233,0.252,0.26,0.889,0.0092,0.248333333,0.423963134,103.4870641,0.416726433
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,4,0.6653,0.276,0.271,0.29,23.973,0.2483,0.279,0.373215091,103.574855,0.37123604,0.0198,0.261,0.298,0.28,0.889,0.0071,0.279666667,0.358585859,79.86501687,0.28557217
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,5,0.5193,0.225,0.197,0.205,23.541,0.1891,0.209,0.36414404,80.32793849,0.384344203,0.016,0.185,0.206,0.212,0.889,0.0063,0.201,0.39375,70.86614173,0.352567869
Symplocos ramosissima,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,109,6,0.4913,0.206,0.195,0.244,22.826,0.1745,0.215,0.355180134,76.44791028,0.355571676,0.0219,0.255,0.287,0.265,0.889,0.0094,0.269,0.429223744,105.7367829,0.393073542
Rubus paniculatus,Rosaceae,L,D,single,Ailao_underground,STF,Chen Yajun,110,1,1.4993,0.322,0.362,0.337,64.797,0.6213,0.340333333,0.414393384,95.88406871,0.281735755,0.0173,0.335,0.334,0.306,0.889,0.0078,0.325,0.450867052,87.73903262,0.269966254
Rubus paniculatus,Rosaceae,L,D,single,Ailao_underground,STF,Chen Yajun,110,2,1.1011,0.273,0.28,0.288,51.693,0.4535,0.280333333,0.411860866,87.72947981,0.312947015,0.0112,0.302,0.291,0.264,0.889,0.0067,0.285666667,0.598214286,75.3655793,0.263823498
Rubus paniculatus,Rosaceae,L,D,single,Ailao_underground,STF,Chen Yajun,110,3,0.8884,0.355,0.297,0.324,45.641,0.3794,0.325333333,0.427059883,83.12701299,0.25551336,0.0162,0.305,0.312,0.329,0.889,0.0074,0.315333333,0.456790123,83.23959505,0.263973346
Rubus paniculatus,Rosaceae,L,D,single,Ailao_underground,STF,Chen Yajun,110,4,1.4122,0.341,0.333,0.317,63.214,0.5687,0.330333333,0.402704999,89.96424843,0.27234384,0.0122,0.308,0.261,0.264,0.889,0.0059,0.277666667,0.483606557,66.36670416,0.239015741
Rubus paniculatus,Rosaceae,L,D,single,Ailao_underground,STF,Chen Yajun,110,5,0.9516,0.371,0.337,0.283,43.558,0.3993,0.330333333,0.419609079,91.67087561,0.277510219,0.0108,0.274,0.258,0.269,0.889,0.0056,0.267,0.518518519,62.99212598,0.235925565
