no,Species,APG.family,Growthform,EveDec,LA mean (leaf let),Scanned leaf DW,Lamina DW,petiole DW,Lamina thickness,Whole leaf LMA,LD LMA,TD
,,,,,,,,,,,,
473,Diospyros_kaki,Ebenaceae,W,D,69.3215,1.67839,,,0.3715,121.0584018,100.1912198,0.269693728
,,,,,,,,,,,,
474,Ficus_nipponica,Moraceae,W,E,6.053375,0.57281,,,0.479,118.2831891,98.90524784,0.206482772
,,,,,,,,,,,,
475,Parthenocissus_tricuspidata,Vitaceae,W,D,64.587,0.57955,,,0.186,44.86583987,47.92473646,0.257659873
,,,,,,,,,,,,
476,Psychotria_rubra,Rubiaceae,W,E,32.078,0.47169,,,0.336,49.01490118,44.79256718,0.133311212
,,,,,,,,,,,,
477,Morinda_umbellata,Rubiaceae,W,D,21.488,0.52677,,,0.2445,61.28653202,58.51808948,0.239337789
,,,,,,,,,,,,
478,Lonicera_affinis,Caprifoliaceae,W,ED,18.27633333,0.55295,,,0.308,100.8499152,89.50873999,0.290612792
,,,,,,,,,,,,
479,Psychotria_rubra,Rubiaceae,W,E,36.574,0.71686,,,0.3345,65.33420827,49.70727183,0.148601709
,,,,,,,,,,,,
480,Erycibe_henryi,Convolvulaceae,W,E,38.1655,1.69531,,,0.3475,111.0499011,62.58551108,0.18010219
,,,,,,,,,,,,
481,Neolitsea_sericea,Lauraceae,W,E,21.0915,1.09043,,,0.215,129.2499348,121.0978131,0.563245642
,,,,,,,,,,,,
482,Elaeagnus_glabra,Elaeagnaceae,W,E,11.76914286,1.31001,,,0.494,159.0126724,150.7006325,0.305062009
,,,,,,,,,,,,
483,Cinnamomum_daphnoides,Lauraceae,W,E,4.065333333,1.58741,,,0.5545,216.9304143,195.9642983,0.353407211
,,,,,,,,,,,,
484,Psychotria_serpens,Rubiaceae,W,E,3.36875,0.22534,,,0.6795,83.61410019,69.40428758,0.102140232
,,,,,,,,,,,,
485,Amorpha_fruticosa,Fabaceae,NA,NA,2.103772727,0.24724,,,0.2395,53.41918199,57.35944149,0.239496624
,,,,,,,,,,,,
486,Viburnum_odoratissimum_var_awabuki,Caprifoliaceae,W,E,31.756,1.19029,,,0.362,124.9412185,80.20135892,0.221550715
,,,,,,,,,,,,
487,Actinidia_rufa,Actinidiaceae,W,D,60.78866667,2.01817,,,0.309,110.6659136,87.58614828,0.283450318
,,,,,,,,,,,,
488,Elaeocarpus_japonicus,Elaeocarpaceae,W,E,13.7238,1.05536,,,0.4105,153.7999679,166.234155,0.404955311
,,,,,,,,,,,,
489,Tetradium_glabrifolium_var_glauca,Rutaceae,W,D,12.5636,1.65987,,,0.226,88.07825782,86.9877257,0.384901441
,,,,,,,,,,,,
490,Ficus_superba_var_japonica,Moraceae,W,E,43.2195,1.71871,,,0.2315,99.4175083,94.09240236,0.406446662
,,,,,,,,,,,,
491,Lonicera_affinis,Caprifoliaceae,W,ED,20.32025,0.87228,,,0.2875,107.3165931,79.4374152,0.276304053
,,,,,,,,,,,,
492,Anodendron_affine,Apocynaceae,W,E,29.0238,1.41995,,,0.437,97.84728395,108.0471078,0.247247386
,,,,,,,,,,,,
493,Hoya_carnosa,Apocynaceae,W,E,39.339,1.07946,,,1.446,91.46648364,68.33476637,0.047257791
,,,,,,,,,,,,
494,Morinda_umbellata,Rubiaceae,W,D,20.7695,0.55269,,,0.2025,44.35109175,44.72890521,0.220883483
,,,,,,,,,,,,
495,Nageia_nagi,Podocarpaceae,W,E,20.22666667,1.25668,,,0.406,103.5497693,90.80744433,0.223663656
,,,,,,,,,,,,
496,Lagerstroemia_subcostata_var_fauriei,Lythraceae,W,D,27.9076,0.87382,,,0.199,62.6223681,52.5847932,0.264245192
,,,,,,,,,,,,
497,Machilus_japonica,Lauraceae,W,E,19.38371429,1.5083,,,0.323,111.161063,101.7191072,0.314919837
,,,,,,,,,,,,
498,Scurrula_yadoriki,Loranthaceae,W,E,9.105222222,1.51535,,,0.5525,184.9183009,207.0032852,0.37466658
,,,,,,,,,,,,
499,Ficus_pumila,Moraceae,W,E,27.29625,1.23172,,,0.362,112.8103677,91.1766838,0.251869292
,,,,,,,,,,,,
500,Myrsine_seguinii,Primulaceae,W,E,19.22933333,0.60248,,,0.3705,104.4376647,93.1247403,0.251348827
,,,,,,,,,,,,
501,Parthenocissus_tricuspidata,Vitaceae,W,D,105.522,,,,0.203,,59.33296278,0.292280605
,,,,,,,,,,,,
502,Ficus_nipponica,Moraceae,W,E,14.121,0.95341,,,0.504,168.7929325,144.9455898,0.287590456
,,,,,,,,,,,,
503,Myrsine_seguinii,Primulaceae,W,E,19.2775,0.81437,,,0.324,105.6114641,93.73589528,0.289308319
,,,,,,,,,,,,
504,Firmiana_simplex,Malvaceae,W,D,185.743,1.21873,,,0.2475,65.61377818,46.54963776,0.188079344
,,,,,,,,,,,,
505,Lonicera_affinis,Caprifoliaceae,W,ED,18.3715,0.40782,,,0.2075,55.49628501,46.69316658,0.225027309
,,,,,,,,,,,,
506,Cleyera_japonica,Theaceae,W,E,11.95514286,1.29214,,,0.459,154.403365,137.3188849,0.299169684
,,,,,,,,,,,,
507,Myrsine_seguinii,Primulaceae,W,E,22.8725,1.23885,,,0.3265,135.4082413,114.3751083,0.35030661
,,,,,,,,,,,,
508,Firmiana_simplex,Malvaceae,W,D,233.336,1.7012,,,0.263,72.9077382,54.31639898,0.206526232
,,,,,,,,,,,,
509,Firmiana_simplex,Malvaceae,W,D,237.039,1.7971,,,0.229,75.81452841,65.82648446,0.287451897
,,,,,,,,,,,,
510,Ardisia_crenata,Primulaceae,W,E,30.106,0.45594,,,0.284,75.72244735,62.46513206,0.219947648
,,,,,,,,,,,,
511,Camellia_sasanqua,Theaceae,W,E,5.379444444,0.90999,,,0.4255,187.9562119,169.2008031,0.397651711
,,,,,,,,,,,,
512,Camellia_sasanqua,Theaceae,W,E,8.336,0.48609,,,0.2645,97.18690019,99.72012114,0.377013691
,,,,,,,,,,,,
513,Ampelopsis_cantoniensis,Vitaceae,W,D,24.6885,1.95892,,,0.242,79.34544424,72.03989344,0.29768551
,,,,,,,,,,,,
514,Anodendron_affine,Apocynaceae,W,E,20.40175,0.85426,,,0.466,104.6797456,71.61972439,0.153690396
,,,,,,,,,,,,
515,Diplomorpha_pauciflora_var_yakusimensis,Euphorbiaceae,W,D,15.0345,0.51883,,,0.1935,57.51549215,63.35639975,0.327423255
,,,,,,,,,,,,
516,Diplomorpha_pauciflora_var_yakusimensis,Euphorbiaceae,W,D,15.2892,0.51825,,,0.2525,67.79295189,56.88834286,0.225300368
,,,,,,,,,,,,
517,Fraxinus_sieboldiana,Oleaceae,W,D,7.7986,0.41327,,,0.242,105.9856897,100.8533043,0.416749191
,,,,,,,,,,,,
518,Fraxinus_sieboldiana,Oleaceae,W,D,10.4271,0.778,,,0.204,74.61326735,81.79290835,0.400945629
,,,,,,,,,,,,
519,Ilex_goshiensis,Aquifoliaceae,W,E,3.6026,0.6031,,,0.337,167.4068728,153.323506,0.454965893
,,,,,,,,,,,,
520,Ilex_integra,Aquifoliaceae,W,E,11.22583333,1.20536,,,0.5775,178.9562764,167.0362959,0.289240339
,,,,,,,,,,,,
521,Mussaenda_parviflora,Rubiaceae,W,E,41.527,0.59764,,,0.207,47.97200215,44.28327137,0.213928847
,,,,,,,,,,,,
522,Uncaria_rynchophylla,Rubiaceae,W,E,27.34833333,1.37402,,,0.219,83.73575477,85.45983824,0.390227572
,,,,,,,,,,,,
523,Osmanthus_rigidus,Oleaceae,W,E,10.683,0.81762,,,0.4765,255.1156042,166.9980987,0.350468203
,,,,,,,,,,,,
524,Dendropanax_trifidus,Araliaceae,W,E,194.461,1.54146,,,0.278,79.26833658,42.99729943,0.154666545
,,,,,,,,,,,,
525,Actinodaphne_coreana,Lauraceae,W,E,14.039,0.63417,,,0.227,90.3440416,79.18276729,0.348822763
,,,,,,,,,,,,
527,Osmanthus_rigidus,Oleaceae,W,E,13.32066667,0.88043,,,0.6045,220.316801,152.6359566,0.252499515
,,,,,,,,,,,,
528,Dendropanax_trifidus,Araliaceae,W,E,73.3365,1.2835,,,0.251,87.5075849,57.0665964,0.227356958
,,,,,,,,,,,,
529,Symplocos_tanakae,Symplocaceae,W,E,31.19575,1.55552,,,0.4105,124.6580063,86.23651436,0.210076771
,,,,,,,,,,,,
530,Cleyera_japonica,Theaceae,W,E,14.75425,0.76954,,,0.3365,130.3929376,115.0626577,0.341939547
,,,,,,,,,,,,
531,Symplocos_tanakae,Symplocaceae,W,E,35.14333333,1.57589,,,0.4365,149.4726359,141.2786599,0.323662451
,,,,,,,,,,,,
532,Trachelospermum_asiaticum,Apocynaceae,W,E,10.6114,0.44275,,,0.367,83.4479899,77.85859816,0.212148769
,,,,,,,,,,,,
533,Morinda_umbellata,Rubiaceae,W,D,,0.55394,,,0.287,,54.86389198,0.191163387
,,,,,,,,,,,,
534,Symplocos_glauca,Symplocaceae,W,E,45.8802,1.41582,,,0.2755,61.71812677,48.73960977,0.176913284
,,,,,,,,,,,,
535,Symplocos_glauca,Symplocaceae,W,E,27.78875,0.94275,,,0.261,84.81399847,62.43966727,0.239232442
,,,,,,,,,,,,
536,Alnus_sieboldiana,Betulaceae,W,D,37.5685,0.69846,,,0.3635,92.95819636,79.25916166,0.218044461
,,,,,,,,,,,,
601,Prunus_jamasakura,Rosaceae,W,D,28.44375,0.71274,,,0.2565,62.64469347,,
,,,,,,,,,,,,
602,Carpinus_laxiflora,Betulaceae,W,D,8.793666667,0.43973,,,0.198,55.56145206,,
,,,,,,,,,,,,
603,Symplocos_glauca,Symplocaceae,W,E,22.9178,1.04069,,,0.3155,90.81936312,,
,,,,,,,,,,,,
604,Quercus_acuta,Fagaceae,W,E,32.3765,2.48765,,,0.4125,192.0876253,,
,,,,,,,,,,,,
605,Actinidia_rufa,Actinidiaceae,W,D,35.881,0.51845,,,0.2565,48.16383787,,
,,,,,,,,,,,,
606,Machilus_japonica,Lauraceae,W,E,23.0378,0.98828,,,0.2415,85.79638681,,
,,,,,,,,,,,,
607,Lindera_erythrocarpa,Lauraceae,W,D,16.69733333,0.79597,,,0.2325,79.45081051,,
,,,,,,,,,,,,
608,Lindera_erythrocarpa,Lauraceae,W,D,11.04211111,0.82853,,,0.2585,83.37073225,,
,,,,,,,,,,,,
609,Zanthoxylum_yakumontanum,Rutaceae,W,D,17.82718182,1.62869,,,0.2755,83.05447759,,
,,,,,,,,,,,,
610,Anodendron_affine,Apocynaceae,W,E,17.247,0.66151,,,0.354,95.88769061,87.84079619,0.248137842
,,,,,,,,,,,,
612,Randia_cochinchinensis,Rubiaceae,W,E,22.45325,0.79468,,,0.1715,88.48162293,78.04958409,0.455099616
,,,,,,,,,,,,
613,Hydrangea_grosseserrata,Hydrangeaceae,W,D,38.1125,0.29349,,,0.206,19.25155789,15.86456473,0.07701245
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
616,Damnacanthus_indicus,Rubiaceae,W,E,1.420233333,0.2308,,,0.1355,54.16950266,,
,,,,,,,,,,,,
618,Lasianthus_fordii_f_pubescens,Rubiaceae,W,E,33.72825,0.67788,,,0.2825,50.2457139,40.99831334,0.145126773
,,,,,,,,,,,,
619,Lasianthus_fordii,Rubiaceae,W,E,16.5312,0.42539,,,0.2635,51.4651084,45.83662361,0.173953031
,,,,,,,,,,,,
620,Aucuba_japonica_var_ovoidea,Garryaceae,W,E,38.14825,1.08427,,,0.293,71.05633941,56.7737513,0.193767069
,,,,,,,,,,,,
621,Illicium_anisatum,Schisandraceae,W,E,22.999,0.755,,,0.298,82.0687856,62.9362307,0.211195405
,,,,,,,,,,,,
622,Machilus_japonica,Lauraceae,W,E,19.79333333,1.29844,,,0.24,109.3331088,93.77409247,0.390725385
,,,,,,,,,,,,
623,Lasianthus_fordii_f_pubescens,Rubiaceae,W,E,22.1814,0.61208,,,0.2755,55.18858142,,
,,,,,,,,,,,,
624,Damnacanthus_indicus,Rubiaceae,W,E,0.962777778,0.13705,,,0.2555,39.54125793,,
,,,,,,,,,,,,
627,Maesa_japonica,Primulaceae,W,E,16.67475,0.47126,,,0.2945,70.65473245,,
,,,,,,,,,,,,
628,Ilex_pedunculosa,Aquifoliaceae,W,E,9.482,0.7991,,,0.2655,140.4591155,106.3664316,0.400626861
,,,,,,,,,,,,
629,Ilex_crenata_var_fukasawana,Aquifoliaceae,W,E,1.703263158,0.29374,,,0.37,90.76694889,,
,,,,,,,,,,,,
630,Skimmia_japonica,Rutaceae,W,E,21.93425,1.29485,,,0.4885,147.5831177,131.3728562,0.268931128
,,,,,,,,,,,,
631,Schizophragma_hydrangeoides,Hydrangeaceae,W,D,38.72233333,0.69354,,,0.2375,59.70198077,42.30975007,0.178146316
,,,,,,,,,,,,
632,Skimmia_japonica,Rutaceae,W,E,14.1815,0.86737,,,0.403,101.9367956,85.66355657,0.212564657
,,,,,,,,,,,,
633,Podocarpus_macrophyllus,Podocarpaceae,W,E,4.129142857,0.47959,,,0.6705,165.9251315,,
,,,,,,,,,,,,
634,Damnacanthus_indicus,Rubiaceae,W,E,2.678388889,0.28009,,,0.371,58.09669992,,
,,,,,,,,,,,,
635,Ilex_crenata_var_fukasawana,Aquifoliaceae,W,E,1.945947368,0.48489,,,0.414,131.1470533,,
,,,,,,,,,,,,
636,Ardisia_crenata,Primulaceae,W,E,13.7162,0.4477,,,0.258,65.28047127,51.00597616,0.197697582
,,,,,,,,,,,,
637,Tsuga_sieboldii,Pinaceae,W,E,0.131035714,0.11135,,,0.471,151.7443445,,
,,,,,,,,,,,,
638,Podocarpus_macrophyllus,Podocarpaceae,W,E,9.065222222,1.10162,,,0.4965,135.0239622,,
,,,,,,,,,,,,
639,Ligustrum_japonicum,Oleaceae,W,E,8.8695,1.09931,,,0.3305,154.9284063,158.7602388,0.480363809
,,,,,,,,,,,,
640,Ilex_pedunculosa,Aquifoliaceae,W,E,13.5325,1.15273,,,0.2495,106.4779235,92.48812053,0.37069387
,,,,,,,,,,,,
641,Chamaecyparis_obtusa,Cupressaceae,W,E,2.203647059,0.60545,,,0.892,161.6171053,,
,,,,,,,,,,,,
642,Chamaecyparis_obtusa,Cupressaceae,W,E,6.103666667,0.64086,,,0.916,174.9931735,,
,,,,,,,,,,,,
643,Pinus_densiflora,Pinaceae,W,E,0.771807692,0.52789,,,1.3615,263.0637365,,
,,,,,,,,,,,,
644,Abelia_serrata,Caprifoliaceae,W,D,3.652692308,0.30124,,,0.192,63.43898073,77.87133056,0.405579847
,,,,,,,,,,,,
645,Syzygium_buxifolium,Myrtaceae,W,E,1.059904762,0.20562,,,0.3385,92.38026777,,
,,,,,,,,,,,,
646,Pinus_densiflora,Pinaceae,W,E,1.078777778,0.37365,,,1.0115,192.4245545,,
,,,,,,,,,,,,
647,Osmanthus_heterophyllus,Oleaceae,W,E,5.766222222,1.04002,,,0.5435,200.4046555,207.2324683,0.38129249
,,,,,,,,,,,,
648,Syzygium_buxifolium,Myrtaceae,W,E,0.8872,0.28948,,,0.331,93.22426897,,
,,,,,,,,,,,,
649,Abelia_serrata,Caprifoliaceae,W,D,3.604294118,0.51249,,,0.249,83.6404289,,
,,,,,,,,,,,,
650,Skimmia_japonica,Rutaceae,W,E,14.21783333,1.03133,,,0.4445,120.8962922,98.35775483,0.221277289
,,,,,,,,,,,,
651,Syzygium_buxifolium,Myrtaceae,W,E,1.001933333,0.31906,,,0.3155,106.1481136,,
,,,,,,,,,,,,
652,Vaccinium_yakushimense,Ericaceae,W,D,2.195923077,0.23864,,,0.2,83.59547413,,
,,,,,,,,,,,,
653,Podocarpus_macrophyllus,Podocarpaceae,W,E,2.763833333,0.57743,,,0.68,174.102997,,
,,,,,,,,,,,,
654,Abelia_serrata,Caprifoliaceae,W,D,11.92466667,0.38122,,,0.1845,53.28171298,53.74344118,0.291292364
,,,,,,,,,,,,
655,Rhododendron_keiskei,Ericaceae,W,E,6.121142857,0.28426,,,2.2575,66.34148618,,
,,,,,,,,,,,,
656,Ilex_crenata_var_fukasawana,Aquifoliaceae,W,E,2.815285714,0.42683,,,0.3105,108.2940072,,
,,,,,,,,,,,,
657,Lasianthus_fordii_f_pubescens,Rubiaceae,W,E,31.3245,0.6579,,,0.41,52.50682373,49.05791966,0.119653463
,,,,,,,,,,,,
658,Maesa_japonica,Primulaceae,W,E,22.6855,0.64101,,,0.3045,70.64093804,53.23414537,0.17482478
,,,,,,,,,,,,
659,Sarcandra_glabra,Chloranthaceae,W,E,16.08433333,0.46117,,,0.244,47.78666611,,
,,,,,,,,,,,,
660,Lasianthus_fordii,Rubiaceae,W,E,22.45075,0.48299,,,0.305,53.78328118,41.62220072,0.136466232
,,,,,,,,,,,,
661,Randia_cochinchinensis,Rubiaceae,W,E,23.4208,0.972,,,0.217,83.00314251,,
,,,,,,,,,,,,
662,Rubus_palmatus_var_yakumontanus,Rosaceae,W,D,23.5814,0.84354,,,0.2925,71.54282613,72.58738645,0.248162005
,,,,,,,,,,,,
663,Bredia_hirsuta,Melastomataceae,W,E,11.61566667,0.27645,,,0.3035,39.66625534,,
,,,,,,,,,,,,
664,Callicarpa_shikokiana,Verbenaceae,W,D,7.9945,0.33134,,,0.385,51.80749265,59.43482195,0.154376161
,,,,,,,,,,,,
665,Rubus_sieboldii,Rosaceae,W,E,151.306,1.55838,,,0.6145,102.9952546,84.78502128,0.137973997
,,,,,,,,,,,,
666,Piper_kadzura,Piperaceae,W,E,20.65125,0.40964,,,0.3975,49.59021851,34.50479166,0.086804507
,,,,,,,,,,,,
667,Actinidia_rufa,Actinidiaceae,W,D,45.99166667,0.61918,,,0.243,44.8762457,44.81803197,0.184436346
,,,,,,,,,,,,
668,Stephania_japonica,Menispermaceae,W,E,67.093,0.79713,,,0.2735,59.40485595,45.81115882,0.167499667
,,,,,,,,,,,,
669,Sarcandra_glabra,Chloranthaceae,W,E,28.06866667,1.18273,,,0.296,70.22836852,53.15775099,0.179586997
,,,,,,,,,,,,
670,Rubus_grayanus,Rosaceae,W,D,28.855,0.47626,,,0.36,41.26321261,40.39989075,0.112221919
,,,,,,,,,,,,
671,Uncaria_rynchophylla,Rubiaceae,W,E,17.5985,0.79119,,,0.2195,74.92968151,72.75290759,0.331448326
,,,,,,,,,,,,
,,,,,,,,,,,,
673,Pinus_thunbergii,Pinaceae,W,E,1.88925,0.9418,,,1.8265,207.7102907,,
,,,,,,,,,,,,
674,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,W,D,119.5515,0.83456,,,0.202,34.90378623,38.61735539,0.191175027
,,,,,,,,,,,,
675,Viburnum_odoratissimum_var_awabuki,Caprifoliaceae,W,E,57.25566667,1.26658,,,0.283,73.73826171,63.80203359,0.225448882
,,,,,,,,,,,,
676,Vitis_saccharifera,Vitaceae,NA,NA,49.1235,0.93003,,,0.2575,47.33121622,38.99932726,0.151453698
,,,,,,,,,,,,
677,Buddleja_curviflora,Scrophulariaceae,W,D,30.17075,0.84949,,,0.196,70.3901958,68.11831564,0.347542427
,,,,,,,,,,,,
678,Ficus_nipponica,Moraceae,W,E,7.049375,0.86766,,,0.402,153.8540651,158.7857036,0.394989312
,,,,,,,,,,,,
679,Actinidia_arguta,Actinidiaceae,W,D,46.956,1.00835,,,0.194,71.58119658,41.15110209,0.212119083
,,,,,,,,,,,,
680,Crateva_formosensis,Brassicaceae,W,D,67.59133333,2.05814,,,0.3395,101.499206,88.82119064,0.261623536
,,,,,,,,,,,,
681,Michelia_compressa,Magnoliaceae,W,E,32.971,1.18771,,,0.35,90.05717145,63.66197724,0.181891364
,,,,,,,,,,,,
682,Nageia_nagi,Podocarpaceae,W,E,9.827166667,0.89717,,,0.4405,152.1581331,134.4158987,0.305143924
,,,,,,,,,,,,
683,Idesia_polycarpa,Salicaceae,W,D,151.272,1.69702,,,0.3255,112.1833518,94.06693757,0.288992128
,,,,,,,,,,,,
684,Elaeocarpus_sylvestris_var_ellipticus,Elaeocarpaceae,W,E,18.78716667,0.99312,,,0.2775,88.10269422,73.8351612,0.266072653
,,,,,,,,,,,,
685,Hoya_carnosa,Apocynaceae,W,E,49.1815,1.23907,,,1.294,125.9691144,150.2422663,0.116106852
,,,,,,,,,,,,
687,Cocculus_orbiculatus,Menispermaceae,W,D,67.854,1.16761,,,0.3005,86.03840599,62.9234983,0.209396001
,,,,,,,,,,,,
688,Elaeagnus_pungens,Elaeagnaceae,W,E,15.2875,1.34999,,,0.394,147.1779777,119.9264327,0.304381809
,,,,,,,,,,,,
689,Elaeagnus_pungens,Elaeagnaceae,W,E,12.48971429,1.2972,,,0.455,148.3735188,119.098827,0.261755664
,,,,,,,,,,,,
690,Zanthoxylum_schinifolium,Rutaceae,NA,NA,1.387625,0.21599,,,0.278,97.28402847,,
,,,,,,,,,,,,
691,Rubus_minusculus,Rosaceae,W,D,0.593086957,0.08335,,,0.2015,61.10255846,,
,,,,,,,,,,,,
692,Rubus_parvifolius,Rosaceae,W,D,3.654916667,0.21661,,,0.2975,49.38781094,,
,,,,,,,,,,,,
693,Rubus_croceacanthus,Rosaceae,W,D,5.774125,0.1739,,,0.2145,37.64639664,,
,,,,,,,,,,,,
694,Vitis_ficifolia,Vitaceae,W,D,66.475,1.48033,,,0.317,74.22991099,56.27718788,0.177530561
,,,,,,,,,,,,
695,Euonymus_japonicus,Celastraceae,W,E,16.42925,0.74631,,,0.303,113.5642223,114.3751083,0.377475605
,,,,,,,,,,,,
696,Pittosporum_tobira,Pittosporaceae,W,E,10.10683333,1.06551,,,0.4085,175.7078544,159.7151685,0.390979605
,,,,,,,,,,,,
697,Diospyros_kaki,Ebenaceae,W,D,27.64366667,1.14123,,,0.3205,137.6119907,137.2424905,0.428213699
,,,,,,,,,,,,
698,Elaeagnus_macrophylla,Elaeagnaceae,W,E,19.8102,0.88496,,,0.355,89.34387336,80.79978151,0.227605018
,,,,,,,,,,,,
699,Ficus_microcarpa,Moraceae,W,E,12.10716667,0.74591,,,0.3035,102.6816073,92.53905011,0.304906261
,,,,,,,,,,,,
700,Celastrus_punctatus,Celastraceae,W,E,7.443125,0.40416,,,0.3535,67.8747166,84.83595087,0.239988546
,,,,,,,,,,,,
701,Callicarpa_shikokiana,Verbenaceae,W,D,9.335571429,0.3557,,,0.2,54.43082526,65.78828728,0.328941436
,,,,,,,,,,,,
702,Hydrangea_paniculata,Hydrangeaceae,W,D,76.566,0.80006,,,0.2545,52.24642792,54.92755396,0.215825359
,,,,,,,,,,,,
,,,,,,,,,,,,
704,Rubus_croceacanthus,Rosaceae,W,D,6.13025,0.1779,,,0.169,36.27502957,46.85521525,0.277249794
,,,,,,,,,,,,
705,Vitis_ficifolia,Vitaceae,W,D,46.56366667,1.21946,,,0.342,87.29696258,74.3826542,0.217493141
,,,,,,,,,,,,
706,Viburnum_furcatum,Caprifoliaceae,W,D,63.20733333,1.35926,,,0.3105,71.68261067,69.70986507,0.224508422
,,,,,,,,,,,,
707,Acer_sieboldianum,Sapindaceae,W,D,39.40766667,1.01484,,,0.2425,85.84116458,83.83009163,0.345691099
,,,,,,,,,,,,
708,Viburnum urceolatum f. brevifolium,Caprifoliaceae,W,D,11.715125,0.50241,,,0.4025,53.60698243,57.21938514,0.142159963
,,,,,,,,,,,,
709,Viburnum urceolatum f. brevifolium,Caprifoliaceae,W,D,10.60416667,0.36138,,,0.306,56.79842829,54.02355388,0.176547562
,,,,,,,,,,,,
710,Daphnimorpha_kudoi,Thymelaeaceae,W,E,12.16275,0.21631,,,0.282,44.46157325,44.89442635,0.159200093
,,,,,,,,,,,,
711,Tripterygium_doianum,Celastraceae,W,D,23.88283333,0.91083,,,0.3455,63.5623914,60.16056849,0.174126103
,,,,,,,,,,,,
712,Tripterygium_doianum,Celastraceae,W,D,20.93683333,0.79234,,,0.3355,63.07384912,61.54839959,0.183452756
,,,,,,,,,,,,
713,Rubus_pectinellus,Rosaceae,W,E,5.5082,0.08213,,,0.238,29.82099415,,
,,,,,,,,,,,,
714,Tripetaleia_paniculata,Ericaceae,W,D,4.016,0.20145,,,0.221,62.70231574,70.16823131,0.317503309
,,,,,,,,,,,,
715,Alnus_firma,Betulaceae,W,D,13.70166667,0.72332,,,0.385,87.98443012,103.2851919,0.268273226
,,,,,,,,,,,,
716,Rosa_onoei,Rosaceae,W,D,0.578357143,0.1127,,,0.2605,46.39578445,,
,,,,,,,,,,,,
717,Cornus_kousa,Cornaceae,W,D,16.47633333,0.56854,,,0.333,57.51077303,48.26851114,0.144950484
,,,,,,,,,,,,
718,Acer_sieboldianum,Sapindaceae,W,D,30.118,0.82831,,,0.191,68.75539544,79.78118987,0.417702565
,,,,,,,,,,,,
719,Rosa_onoei,Rosaceae,W,D,0.266756757,0.05607,,,0.2195,56.80851064,,
,,,,,,,,,,,,
720,Rosa_onoei,Rosaceae,W,D,0.200733333,0.02452,,,0.1415,27.1449131,,
,,,,,,,,,,,,
721,Acer_rufinerve,Sapindaceae,W,D,45.85566667,0.97085,,,0.241,70.57288449,69.06051291,0.286558145
,,,,,,,,,,,,
722,Acer_rufinerve,Sapindaceae,W,D,86.103,0.68565,,,0.164,39.81568586,50.24203244,0.306353856
,,,,,,,,,,,,
723,Acer_rufinerve,Sapindaceae,W,D,87.7405,1.26005,,,0.462,71.80549461,69.03504812,0.149426511
,,,,,,,,,,,,
724,Frangula_crenata,Rhamnaceae,W,D,10.71644444,0.61059,,,0.4285,63.30768912,58.96372332,0.137604955
,,,,,,,,,,,,
725,Rhododendron_keiskei,Ericaceae,W,E,8.91225,0.19902,,,0.212,55.82765295,50.73859586,0.239332999
,,,,,,,,,,,,
726,Hydrangea_paniculata,Hydrangeaceae,W,D,75.67466667,1.32362,,,0.4145,58.3030869,59.06558248,0.14249839
,,,,,,,,,,,,
727,Rubus_palmatus_var_yakumontanus,Rosaceae,W,D,20.603,0.26116,,,0.2655,42.25274636,44.37239813,0.167127677
,,,,,,,,,,,,
728,"Hydrangea_petiolaris ",Hydrangeaceae,W,D,6.6914,0.13337,,,0.359,39.86310787,49.88552536,0.138956895
,,,,,,,,,,,,
729,Aralia_elata,Araliaceae,W,D,20.51,0.78782,,,0.209,42.67945176,34.33927052,0.16430273
,,,,,,,,,,,,
730,Fatsia_japonica,Araliaceae,W,E,139.42175,3.86728,,,0.3025,69.34499101,50.3438916,0.166426088
,,,,,,,,,,,,
731,Rubus_sieboldii,Rosaceae,W,E,279.271,2.3252,,,0.365,83.25962954,69.83011548,0.191315385
,,,,,,,,,,,,
732,Blastus_cochinchinensis,Melastomataceae,W,E,34.10075,0.54183,,,0.289,39.72273337,33.14242535,0.114679672
,,,,,,,,,,,,
733,Blastus_cochinchinensis,Melastomataceae,W,E,40.40075,0.71648,,,0.252,44.3358106,40.8455246,0.162085415
,,,,,,,,,,,,
734,Blastus_cochinchinensis,Melastomataceae,W,E,30.0836,0.68813,,,0.2535,45.74784933,37.4714398,0.147816331
,,,,,,,,,,,,
736,Piper_kadzura,Piperaceae,W,E,27.49725,0.62288,,,0.3315,56.63111766,58.86996659,0.177586626
,,,,,,,,,,,,
737,Cyathea_spinulosa,Cyatheaceae,W,E,457.214,2.78123,,,0.299,60.82993959,,
,,,,,,,,,,,,
738,Symplocos_cochinchinensis,Symplocaceae,W,E,39.98125,1.56255,,,0.275,97.7051743,94.11786715,0.34224679
,,,,,,,,,,,,
739,Smilax_china,Smilacaceae,W,E,2.76525,0.13658,,,0.355,61.7394449,,
,,,,,,,,,,,,
740,Rhododendron_indicum,Ericaceae,W,E,0.7821875,0.07629,,,0.189,60.95884938,,
,,,,,,,,,,,,
741,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,W,D,5.901,0.09244,,,0.187,19.58142688,,
,,,,,,,,,,,,
742,Rhododendron_keiskei,Ericaceae,W,E,11.01133333,0.37656,,,0.258,56.99582249,58.64541343,0.227307804
