Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LMAleaf,LDleaf,Leaf_area_disc,Dry_mass_disc,LTdisc,LMAdisc,LDdisc
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,6,19.962,0.1059,0.216,53.05079651,0.245605539,0.889,0.0027,0.226,30.3712036,0.134385857
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,1,24.724,0.3778,0.223333333,152.8069892,0.684210399,0.889,0.0108,0.276666667,121.4848144,0.439101739
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,2,26.661,0.3561,0.25,133.5658828,0.534263531,0.889,0.0093,0.223333333,104.6119235,0.468411598
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,3,40.155,0.3645,0.192,90.77325364,0.472777363,0.889,0.0044,0.171333333,49.49381327,0.288874397
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,4,44.722,0.4013,0.186666667,89.73212289,0.480707801,0.889,0.0072,0.166333333,80.98987627,0.486913084
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,5,23.879,0.3115,0.224666667,130.4493488,0.580635084,0.889,0.0092,0.235666667,103.4870641,0.439124742
Machilus yunnanensis,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,147,6,20.463,0.2856,0.247666667,139.5689782,0.563535578,0.889,0.0097,0.234333333,109.1113611,0.465624585
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,1,31.373,0.2617,0.176333333,83.4156759,0.473056763,0.889,0.0076,0.200333333,85.48931384,0.426735344
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,2,27.148,0.2347,0.177333333,86.45204067,0.487511508,0.889,0.0065,0.177333333,73.11586052,0.412307484
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,3,18.471,0.1886,0.182666667,102.106004,0.558974474,0.889,0.0074,0.193333333,83.23959505,0.43054963
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,4,24.107,0.2679,0.203,111.1295474,0.547436194,0.889,0.0073,0.216,82.11473566,0.380160813
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,5,23.761,0.2079,0.196333333,87.4963175,0.445651872,0.889,0.0071,0.191,79.86501687,0.41814145
Castanopsis wattii,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,148,6,28.136,0.2122,0.152,75.41939153,0.496180207,0.889,0.0086,0.227,96.73790776,0.426158184
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,1,54.796,0.3401,0.204666667,62.0665742,0.303256877,0.889,0.0032,0.22,35.99550056,0.163615912
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,2,44.437,0.2864,0.199333333,64.45079551,0.32333175,0.889,0.0031,0.213333333,34.87064117,0.16345613
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,3,47.908,0.2521,0.170333333,52.62169158,0.30893361,0.889,0.0018,0.160666667,20.24746907,0.126021592
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,4,44.097,0.2014,0.154,45.67204118,0.296571696,0.889,0.0029,0.213666667,32.62092238,0.152672024
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,5,39.658,0.1712,0.154666667,43.16909577,0.279110533,0.889,0.0024,0.2,26.99662542,0.134983127
Cerasus cerasoides,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,149,6,43.549,0.1793,0.155666667,41.17201313,0.264488307,0.889,0.0038,0.213333333,42.74465692,0.200365579
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,1,36.944,0.2986,0.269333333,80.82503248,0.300092942,0.889,0.0067,0.284666667,75.3655793,0.264750279
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,2,61.974,0.5316,0.241333333,85.77790686,0.355433316,0.889,0.0064,0.241666667,71.99100112,0.297893798
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,3,57.292,0.4876,0.259333333,85.10786846,0.328179441,0.889,0.0082,0.296,92.23847019,0.311616453
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,4,35.59,0.3436,0.271666667,96.54397303,0.355376588,0.889,0.0063,0.249666667,70.86614173,0.283843024
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,5,27.907,0.3289,0.262,117.8557351,0.44983105,0.889,0.0058,0.239333333,65.24184477,0.272598237
Schima noronhae,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,150,6,34.467,0.3821,0.259666667,110.8596629,0.426930666,0.889,0.0065,0.271,73.11586052,0.269800223
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,1,80.617,0.8846,0.307666667,109.7287173,0.356648052,0.889,0.0103,0.275666667,115.8605174,0.420292083
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,2,67.581,0.8532,0.276333333,126.2485018,0.456870332,0.889,0.0088,0.246,98.98762655,0.402388726
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,3,57.264,0.7305,0.285333333,127.5670578,0.44708081,0.889,0.0079,0.274333333,88.86389201,0.323926702
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,4,59.098,0.4505,0.241333333,76.22931402,0.315867323,0.889,0.0068,0.266,76.4904387,0.28755804
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,5,55.771,0.5734,0.271,102.8132901,0.379384834,0.889,0.0074,0.256666667,83.23959505,0.324310111
Semecarpus reticulatus,Anacardiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,1,6,55.07,0.6019,0.295,109.297258,0.37049918,0.889,0.0067,0.250666667,75.3655793,0.300660556
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,1,65.843,0.4895,0.153333333,74.34351412,0.484849005,0.889,0.0066,0.146333333,74.24071991,0.507339772
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,2,49.507,0.3402,0.143333333,68.71755509,0.479424803,0.889,0.006,0.173,67.49156355,0.390124645
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,3,59.085,0.4095,0.155,69.30693069,0.447141488,0.889,0.0064,0.169333333,71.99100112,0.425143707
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,4,80.751,0.7161,0.181666667,88.68001635,0.488146879,0.889,0.0064,0.162666667,71.99100112,0.44256763
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,5,128.009,1.017,0.168,79.44753884,0.472902017,0.889,0.0054,0.146666667,60.7424072,0.414152776
Pseuduvaria trimera,Annonaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,2,6,54.61,0.3905,0.159,71.50704999,0.449729874,0.889,0.0061,0.159333333,68.61642295,0.430647006
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,1,77.384,0.7306,0.329333333,94.41228161,0.286676968,0.889,0.0073,0.334,82.11473566,0.245852502
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,2,68.486,0.5962,0.318,87.05428847,0.273755624,0.889,0.0097,0.351666667,109.1113611,0.310269273
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,3,56.607,0.4838,0.301,85.46646175,0.283941733,0.889,0.0065,0.283333333,73.11586052,0.258055978
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,4,99.848,1.0676,0.329666667,106.9225222,0.324335255,0.889,0.0077,0.317,86.61417323,0.27323083
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,5,48.247,0.4579,0.310666667,94.90745539,0.305496101,0.889,0.0074,0.302,83.23959505,0.275627798
Uncaria macrophylla,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,3,6,37.38,0.4122,0.364,110.2728732,0.302947454,0.889,0.0084,0.337,94.48818898,0.280380383
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,1,89.043,0.7704,0.128,86.51999596,0.675937468,0.889,0.0059,0.099,66.36670416,0.670370749
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,2,99.365,0.785,0.116666667,79.00166054,0.67715709,0.889,0.007,0.129666667,78.74015748,0.607250572
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,3,80.299,0.7032,0.137,87.57269704,0.639216767,0.889,0.0059,0.121,66.36670416,0.548485158
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,4,92.66,0.6976,0.118333333,75.2859918,0.636219649,0.889,0.0061,0.109333333,68.61642295,0.627589234
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,5,77.763,0.5996,0.129666667,77.10607873,0.594648422,0.889,0.006,0.111,67.49156355,0.608032104
Pometia tomentosa,Sapindaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,4,6,90.476,0.7761,0.122666667,85.77965427,0.69929066,0.889,0.0066,0.117,74.24071991,0.634536068
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,1,70.145,0.4965,0.244333333,70.78195167,0.289694209,0.889,0.0057,0.238666667,64.11698538,0.268646587
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,2,100.828,0.6217,0.231,61.65945967,0.266924068,0.889,0.006,0.251,67.49156355,0.268890691
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,3,135.134,1.0347,0.225,76.56844317,0.340304192,0.889,0.0047,0.240666667,52.86839145,0.219674757
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,4,59.255,0.5691,0.282666667,96.04252806,0.339773095,0.889,0.0054,0.216333333,60.7424072,0.280781543
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,5,80.452,0.7591,0.26,94.35439765,0.362901529,0.889,0.0081,0.282,91.1136108,0.323097911
Diospyros hasseltii,Ebenaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,5,6,67.045,0.6527,0.267333333,97.35252442,0.364161563,0.889,0.0065,0.253666667,73.11586052,0.288235981
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,1,43.867,0.5401,0.33,123.1221647,0.373097469,0.889,0.0082,0.268666667,92.23847019,0.343319368
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,2,28.48,0.3328,0.319333333,116.8539326,0.365930895,0.889,0.0095,0.311,106.8616423,0.343606567
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,3,47.594,0.5325,0.287666667,111.8838509,0.388935751,0.889,0.0104,0.293,116.9853768,0.399267498
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,4,50.136,0.623,0.297666667,124.2620073,0.417453552,0.889,0.0106,0.280666667,119.2350956,0.424828132
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,5,35.721,0.436,0.329,122.0570533,0.370994083,0.889,0.0098,0.272333333,110.2362205,0.404784163
Castanopsis indica,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,6,6,55.422,0.6267,0.286666667,113.0778391,0.394457578,0.889,0.01,0.350333333,112.4859393,0.321082605
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,1,42.238,0.2934,0.237666667,69.46351626,0.292272859,0.889,0.0073,0.255333333,82.11473566,0.321598181
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,2,29.607,0.1909,0.211666667,64.47799507,0.304620449,0.889,0.0061,0.218666667,68.61642295,0.313794617
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,3,32.493,0.2047,0.210333333,62.99818422,0.299515931,0.889,0.0064,0.232666667,71.99100112,0.30941691
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,4,43.382,0.3152,0.256666667,72.65686229,0.283078684,0.889,0.0048,0.221666667,53.99325084,0.243578575
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,5,38.402,0.2604,0.239666667,67.80896828,0.282930327,0.889,0.0052,0.227,58.49268841,0.257677041
Colona thorelii,Malvaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,7,6,41.836,0.2815,0.235666667,67.28654747,0.28551576,0.889,0.007,0.24,78.74015748,0.32808399
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,1,184.664,1.6521,0.254333333,89.46519083,0.351763529,0.889,0.0091,0.28,102.3622047,0.365579303
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,2,157.589,1.4528,0.273333333,92.18917564,0.337277472,0.889,0.0096,0.287333333,107.9865017,0.375823092
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,3,175.12,1.5933,0.263666667,90.98332572,0.345069503,0.889,0.0067,0.242,75.3655793,0.311428014
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,4,141.769,1.3394,0.282666667,94.47763615,0.33423692,0.889,0.0071,0.236666667,79.86501687,0.337457818
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,5,146.693,1.0821,0.243333333,73.76630105,0.303149182,0.889,0.0086,0.259333333,96.73790776,0.373025351
Barringtonia macrostachya,Lecythidaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,8,6,148.421,1.3916,0.244333333,93.76031694,0.38373936,0.889,0.0079,0.217333333,88.86389201,0.408882939
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,1,43.39,0.2827,0.158666667,65.15326112,0.410629797,0.889,0.0038,0.147333333,42.74465692,0.290122106
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,2,69.683,0.5082,0.154666667,72.93026994,0.471531918,0.889,0.0039,0.158333333,43.86951631,0.277070629
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,3,69.402,0.4948,0.156333333,71.29477537,0.456043339,0.889,0.0052,0.163333333,58.49268841,0.3581185
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,4,54.061,0.3987,0.154333333,73.75002312,0.477861921,0.889,0.0043,0.149333333,48.36895388,0.323899245
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,5,41.684,0.2983,0.155,71.56223011,0.461691807,0.889,0.0045,0.154666667,50.61867267,0.327275901
Lindera metcalfiana,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,9,6,71.288,0.4439,0.143,62.2685445,0.435444367,0.889,0.0067,0.157666667,75.3655793,0.478005788
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,1,18.986,0.1541,0.293666667,81.165069,0.276385025,0.889,0.0063,0.304333333,70.86614173,0.232856983
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,2,26.507,0.2252,0.309333333,84.95869016,0.274650938,0.889,0.0062,0.315,69.74128234,0.221400896
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,3,23.669,0.1929,0.293333333,81.49900714,0.277837524,0.889,0.0055,0.321666667,61.86726659,0.192333471
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,4,23.239,0.1591,0.293666667,68.46249839,0.23312996,0.889,0.0065,0.312333333,73.11586052,0.234095605
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,5,20.1,0.1421,0.283,70.69651741,0.249811016,0.889,0.0054,0.309666667,60.7424072,0.196154167
Embelia longifolia,Primulaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,10,6,27.999,0.2175,0.315,77.68134576,0.246607447,0.889,0.0062,0.303666667,69.74128234,0.229663937
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahonia bealei,Berberidaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,1,93.962,0.6883,0.196,73.25301718,0.373739884,0.889,0.0041,0.211333333,46.1192351,0.218229819
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,2,82.023,0.6874,0.217,83.8057618,0.386201667,0.889,0.0041,0.195,46.1192351,0.236508898
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,3,75.326,0.5775,0.205333333,76.66675517,0.373377054,0.889,0.0042,0.197,47.24409449,0.239817739
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,4,86.332,0.6951,0.198333333,80.51475698,0.405956758,0.889,0.0046,0.21,51.74353206,0.246397772
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,5,81.074,0.7728,0.211,95.32032464,0.451755093,0.889,0.0042,0.217,47.24409449,0.217714721
Stixis suaveolens,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,12,6,78.113,0.715,0.223666667,91.53405963,0.409243188,0.889,0.0047,0.237,52.86839145,0.223073382
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,1,101.508,0.8061,0.206666667,79.4124601,0.384253839,0.889,0.0089,0.205333333,100.1124859,0.487560808
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,2,140.021,1.1604,0.198666667,82.87328329,0.417147399,0.889,0.0081,0.197,91.1136108,0.462505639
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,3,145.885,1.0506,0.202,72.01562875,0.356513014,0.889,0.0082,0.183,92.23847019,0.504035356
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,4,96.44,0.5954,0.180666667,61.7378681,0.341722517,0.889,0.0058,0.164333333,65.24184477,0.397009197
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,5,109.69,0.8637,0.184333333,78.7400857,0.427161405,0.889,0.008,0.199,89.98875141,0.452204781
Bauhinia aurea,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,13,6,175.144,1.3358,0.205666667,76.26867035,0.370836323,0.889,0.0082,0.215666667,92.23847019,0.42768997
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,1,193.578,3.8251,0.484666667,197.5999339,0.407702752,0.889,0.0149,0.476333333,167.6040495,0.351862945
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,2,209.229,3.9363,0.490333333,188.1335761,0.383685063,0.889,0.0157,0.477666667,176.6029246,0.36972001
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,3,211.921,4.1183,0.471666667,194.3318501,0.41201099,0.889,0.0147,0.474333333,165.3543307,0.348603649
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,4,253.207,4.6774,0.488333333,184.7263306,0.378279175,0.889,0.0148,0.456333333,166.4791901,0.364819262
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,5,201.65,3.6962,0.468666667,183.2977932,0.391104822,0.889,0.015,0.467,168.7289089,0.361303873
Capparis fohaiensis,Capparaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,14,6,194.877,4.1718,0.482333333,214.0734925,0.443828941,0.889,0.016,0.505,179.9775028,0.356391095
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,1,194.656,2.5125,0.311333333,129.0738534,0.414584111,0.889,0.0084,0.276,94.48818898,0.342348511
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,2,194.784,2.3955,0.306333333,122.9823805,0.401465878,0.889,0.0091,0.283,102.3622047,0.361703904
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,3,174.171,2.2194,0.290666667,127.4264947,0.438393904,0.889,0.0088,0.297,98.98762655,0.333291672
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,4,230.943,2.2416,0.335,97.06291163,0.289740035,0.889,0.0097,0.284333333,109.1113611,0.383744529
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,5,216.856,2.0703,0.329333333,95.46888258,0.289885271,0.889,0.0077,0.305,86.61417323,0.283980896
Alseodaphne andersonii,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,15,6,163.982,1.8894,0.314333333,115.2199632,0.366553435,0.889,0.0101,0.325,113.6107987,0.349571688
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millettia pachycarpa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventilago calyculata,Rhamnaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,1,252.068,3.6707,0.325666667,145.6234032,0.447154769,0.889,0.0148,0.350666667,166.4791901,0.474750542
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,2,349.245,6.1656,0.45,176.5408238,0.392312942,0.889,0.0115,0.362666667,129.3588301,0.356687951
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,3,278.575,4.8631,0.387333333,174.5705824,0.450698578,0.889,0.0107,0.379666667,120.359955,0.317014807
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,4,276.194,4.3115,0.361333333,156.1040428,0.432022259,0.889,0.0111,0.325,124.8593926,0.384182746
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,5,279.446,4.1708,0.344333333,149.2524495,0.433453387,0.889,0.0107,0.351666667,120.359955,0.342255796
Ficus drupacea,Moraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,18,6,342.506,5.6473,0.397666667,164.8817831,0.414623092,0.889,0.0124,0.330333333,139.4825647,0.422247925
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,1,76.636,0.4882,0.177666667,63.70374237,0.358557649,0.889,0.0062,0.182666667,69.74128234,0.381795341
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,2,70.945,0.4545,0.183333333,64.06371133,0.349438425,0.889,0.0057,0.181666667,64.11698538,0.352937534
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,3,39.879,0.2668,0.165,66.9023797,0.405468968,0.889,0.0054,0.174333333,60.7424072,0.34842681
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,4,51.116,0.3527,0.156666667,68.99992175,0.440425032,0.889,0.0055,0.185666667,61.86726659,0.333216876
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,5,59.158,0.4392,0.183666667,74.24186078,0.404220658,0.889,0.006,0.189,67.49156355,0.35709822
Fissistigma maclurei,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,19,6,53.216,0.3665,0.161666667,68.87026458,0.426001637,0.889,0.0054,0.163,60.7424072,0.372652805
