species,family,growth_form,leaf_habit,leaf_type,location,biomes,data_contributor,lma_disc,lma_leaf,ld_disc,ld_leaf,lt_leaf,lt_disc,la_leaf,garden
Lithocarpus pachyphyllus,Fagaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.0156315624118626,0.012675603099163713,-0.07162169990614296,-0.03405626471151269,-0.05700514182174671,-0.014255788401195138,0.031961954543078194,NO
Ternstroemia gymnanthera,Pentaphylacaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.04336320128751089,0.020517536416577147,-0.12254748676544032,-0.061563293675445316,-0.08060889964836937,-0.09318053249700192,0.02166960679583174,NO
Lyonia ovalifolia,Ericaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.08774982889634146,0.03664954818030539,-0.1721593324925864,-0.16203396668800213,-0.04260884940481061,-0.10582055157324781,0.06278996377038736,NO
Litsea cubeba,Lauraceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.03708666661460727,0.03074064358329078,-0.0995495739958995,-0.0776630860612564,-0.03136464505586084,-0.03846694681620184,0.03458066106858235,NO
Viburnum cylindricum,Adoxaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.023894496620591437,0.009294292509758096,-0.09009467524135502,-0.020809264248253447,-0.055387113382577693,-0.09044535417724199,0.021010258757988856,NO
Styrax perkinsiae,Styracaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.03249785743783434,0.03075169656040337,-0.13579263447165496,-0.24599484657049153,-0.16668040530889175,-0.0686809710657817,0.07119708728288583,NO
Symplocos ramosissima,Symplocaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.038117212626210456,0.03178708267353163,-0.13303103329010305,-0.04951676259068041,-0.08208488153557637,-0.08846019016164548,0.011497375465078055,NO
Rubus paniculatus,Rosaceae,L,D,S,Ailao_understory,STF,Chen Yajun,0.02951267561365106,0.0342369071690746,-0.0659660514707611,-0.07292243487765393,-0.0874804299448012,-0.07619808958322875,0.043382012905058026,NO
Rhododendron leptothrium,Ericaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.03705639884456507,0.028129240267299953,-0.0995608357773014,-0.04156766269002026,-0.07140301310303766,-0.07056614773032419,0.04197438537258088,NO
Camellia forrestii,Theaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.01166327218620537,0.007319656229824669,-0.046395227407021976,-0.025001369372253106,-0.02354423673669994,-0.02678336189921519,0.06523228666842819,NO
Illicium burmanicum,Schisandraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.0177903915606863,0.04552186461115284,-0.05531642044545673,-0.10124067355820117,-0.09485438562740665,-0.013428244849873488,0.04521658790956768,NO
Machilus gamblei,Lauraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.038728541647103654,0.0218913517168126,-0.1130975887903923,-0.01710929417235579,-0.07283510272485735,-0.03210809856302714,0.07096278499919231,NO
Rhododendron delavayi,Ericaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.03427415325036139,0.02655299002639612,-0.10135868212860985,-0.07018270512554502,-0.08995324478999035,-0.12364426091539363,0.032314001850652946,NO
Vaccinium duclouxii,Ericaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.05761851990919777,0.036316260845098994,-0.14641790217946682,-0.1626996164889127,-0.05849815893008301,-0.20735210928173375,0.07391427657117934,NO
Lithocarpus hancei,Fagaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.0334317325980338,0.0159882161119225,-0.08219522570256572,-0.02358044427637965,-0.06230043419012321,-0.06171742537109525,0.10970574464833818,NO
Ilex polyneura,Aquifoliaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.03211944682500118,0.018925235184880502,-0.12869318962254317,-0.07354738661516605,-0.0628502763895349,-0.04012527180778765,0.040957918191639346,NO
Betula alnoides,Betulaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.04992153880853907,0.03654655122786398,-0.14624667580535786,-0.08101008923718385,-0.03863388308178072,-0.10540306039516752,0.046135508486636,NO
Rosa longicuspis,Rosaceae,L,E,C,Ailao_understory,STF,Chen Yajun,0.028958489362793712,0.05870978336184143,-0.11265067950334134,-0.11122394127008602,-0.11368666813656314,-0.05682589495596492,0.0745257930611196,NO
Symplocos sumuntia,Symplocaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.046730944946771207,0.013508715272917011,-0.06551158667187602,-0.04718637902354486,-0.0447047776610809,-0.1408761159316169,0.059240206509017256,NO
Ilex szechwanensis,Aquifoliaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.02548973429426734,0.01288283294402741,-0.07500481253720324,-0.047155459226463525,-0.03428710299528651,-0.03938183385032899,0.01791754568438659,NO
Symplocos poilanei,Symplocaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.04974296528784879,0.024053642533742512,-0.06738703118316312,-0.03673090977488425,-0.0866941651163407,-0.1316364664241621,0.030162557196860666,NO
Laurocerasus undulata,Rosaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.06330852373169694,0.03327278328861823,-0.1728091821184763,-0.12593053791900713,-0.06232377273748542,-0.0703325442567584,0.03465509500036903,NO
Cyclobalanopsis stewardiana,Fagaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.030809489355275006,0.023026936890786758,-0.10795375579553307,-0.1601635295927265,-0.10208122114606717,-0.10031621257800837,0.019923538691657607,NO
Tetracentron sinense,Trochodendraceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.05925939914123664,0.053591650294463264,-0.12223662238733551,-0.1544298129185313,-0.031911945923050695,-0.18791840854787958,0.06121766658998052,NO
Actinidia callosa,Actinidiaceae,L,D,S,Ailao_understory,STF,Chen Yajun,0.03144553959515704,0.03398086696593873,-0.19495548438645324,-0.14592563641075482,-0.1239956218283651,-0.2068793004673668,0.044609578860520686,NO
Sorbus globosa,Rosaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.07237476433232433,0.031634209575230034,-0.17567233975294602,-0.0776991251694057,-0.048827317015339974,-0.07567114521050558,0.03440484433842793,NO
Ilex corallina,Aquifoliaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.01597088396709038,0.010828360656901922,-0.02915583456179346,-0.040203130852251905,-0.02765685978760799,-0.04281761260443751,0.08292891149940804,NO
Rubus wallichianus,Rosaceae,L,E,C,Ailao_understory,STF,Chen Yajun,0.07695532872887391,0.054928100819596266,-0.139830236780662,-0.055301912583431964,-0.13178759149742972,-0.09303929968044763,0.03448482408359233,NO
Ilex gintungensis,Aquifoliaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.04401352343025546,0.04141284355832495,-0.1432497301566856,-0.13235595100245923,-0.09122278548093285,-0.1064274865417741,0.11809285060625181,NO
Neolitsea chui,Lauraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.054549859537201865,0.011767454496970526,-0.15069715514191376,-0.05343927611715581,-0.01883077287101249,-0.05804571168714124,0.023679370749783258,NO
Rhododendron decorum,Ericaceae,S,E,S,Ailao_understory,STF,Chen Yajun,0.056025067656172954,0.021829422120167773,-0.15890091519342822,-0.117461544519517,-0.04454518295239168,-0.04526474849335022,0.018661659568490245,NO
Manglietia insignis,Magnoliaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.0389650491963039,0.022487313745099272,-0.03557096778825061,-0.03313208230799496,-0.06631984252089038,-0.1578001536328225,0.03832557391067101,NO
Eurya obliquifolia,Pentaphylacaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.029944771385255104,0.018763681475544972,-0.09874324663564758,-0.07248971321578096,-0.041129872598880075,-0.042875688744409425,0.039920475376080185,NO
Lithocarpus xylocarpus,Fagaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.021784862202541336,0.03072655567223945,-0.05200322393846376,-0.13165240091619645,-0.14362247896375593,-0.06660656215299343,0.10585335490606416,NO
Litsea elongata,Lauraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.029760822821982592,0.02143536278510326,-0.08899565375673871,-0.07745614598401436,-0.02522226758859661,-0.041072183718878656,0.07442017956087456,NO
Hartia sinensis,Theaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.030683101358664408,0.028236620575068073,-0.1028484516595771,-0.12294952456877972,-0.04455210501312888,-0.026610104960023275,0.04780197759575718,NO
Acer campbellii,Sapindaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.04784461461400639,0.02243151857738218,-0.17622567213841725,-0.1856601401016572,-0.04869145298162147,-0.06670523758636675,0.06783809383490343,NO
Clethra delavayi,Clethraceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.010220194011033822,0.030443832439201506,-0.07451656026325394,-0.11773764878379052,-0.02206499188800699,-0.06882464182945905,0.07096738794603623,NO
Eriobotrya bengalensis,Rosaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.055243004321072105,0.014320132657704843,-0.1369269340279345,-0.04058758135213781,-0.051818880234500576,-0.13041756967078386,0.05287825005072783,NO
Machilus salicina,Lauraceae,S,E,S,Ailao_understory,STF,Chen Yajun,0.023878281300525224,0.01932947414079422,-0.1548858512006432,-0.0795410477909048,-0.048990887317327585,-0.04540766724212324,0.02697733649765978,NO
Neolitsea polycarpa,Lauraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.028396244320985805,0.009128003303520793,-0.14074461469447697,-0.05651653463116363,-0.037512484009580446,-0.06825740373489304,0.03635849115624005,NO
Meliosma kirkii,Sabiaceae,T,D,C,Ailao_understory,STF,Chen Yajun,0.02111398857868768,0.013118964429910639,-0.047244721691399996,-0.03856534851152389,-0.021059024498436916,-0.032959335228872816,0.024424267950191474,NO
Symplocos anomala,Symplocaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.08191479672910726,0.018617955297195687,-0.10395050741816503,-0.10247477320931551,-0.08828974454649699,-0.079323918036463,0.059240206509017256,NO
Machilus yunnanensis,Lauraceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.07167831233244495,0.04779544454036812,-0.2264755856118436,-0.22699774385005872,-0.08153687989052083,-0.12932260095443107,0.09264608528306123,NO
Castanopsis wattii,Fagaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.02046327709302813,0.03137555275498266,-0.052445166926567394,-0.1251589401024071,-0.059228127177705744,-0.05539079953586288,0.056767559789427914,NO
Cerasus cerasoides,Rosaceae,T,D,S,Ailao_understory,STF,Chen Yajun,0.07457483305411051,0.048314390352091105,-0.08778453118159579,-0.05946985096057664,-0.07427024972240193,-0.07347416807840443,0.0285878480781127,NO
Schima noronhae,Theaceae,T,E,S,Ailao_understory,STF,Chen Yajun,0.026576995733763407,0.03388681137434794,-0.05015140986403479,-0.15351174131874173,-0.031133751801293116,-0.06684636590852644,0.08460693516607462,NO
Semecarpus reticulatus,Anacardiaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.03627973489887062,0.04012883056563976,-0.14412295782519327,-0.14675774245816064,-0.06560821765063116,-0.03532660644605197,0.03598321443378546,NO
Pseuduvaria trimera,Annonaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.016708601675182337,0.022603339659494036,-0.10539295522377333,-0.050494164150491606,-0.04456024481295436,-0.03849029960181895,0.08164172338337525,NO
Uncaria macrophylla,Rubiaceae,L,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.03019385164979369,0.022829420742534995,-0.06099023873629583,-0.05025697203639654,-0.05847505180124109,-0.06984418014613902,0.08500373857483513,NO
Pometia tomentosa,Sapindaceae,T,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.016305737608948854,0.014939933276563164,-0.13706960656213302,-0.13712124545432966,-0.029205131204197342,-0.04280244891637471,0.020473294802327166,NO
Diospyros hasseltii,Ebenaceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.04318346011352298,0.04329688266583702,-0.09736303575268287,-0.11341776557940164,-0.06380025569508894,-0.06213285030245394,0.06904902622636024,NO
Castanopsis indica,Fagaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.01937623617905647,0.009497891087019908,-0.11415556976561043,-0.051671729349011854,-0.055522882347452805,-0.08185500000512087,0.06554476975748114,NO
Colona thorelii,Malvaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.03855451388538464,0.012164046489659342,-0.10308842679907229,-0.025257656204265764,-0.052985267130381604,-0.039213859170529775,0.0434595791032946,NO
Barringtonia macrostachya,Lecythidaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.030942591153557714,0.02073023323728001,-0.09275193077147592,-0.0713970702287009,-0.04504127303057757,-0.07731692135771748,0.020908483684185318,NO
Lindera metcalfiana,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.05282583952525669,0.016194704605715003,-0.17867122687835585,-0.07119754198500587,-0.019437062764634555,-0.02070736169359391,0.0610574527618974,NO
Embelia longifolia,Primulaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.01801862439274987,0.019746698562584326,-0.05789219785111292,-0.054793663208253414,-0.032636310547839706,-0.018667266343989693,0.04808252144178845,NO
Stixis suaveolens,Capparaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.015260046106396771,0.022987790415576064,-0.03597673850563704,-0.07867938500995937,-0.03278026994496982,-0.04563241896751739,0.01771708033911102,NO
Bauhinia aurea,Leguminosae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.03305642438935074,0.024385638893566115,-0.11022239202152753,-0.09090845148733145,-0.035384594191408845,-0.05848845724948174,0.04884199651637345,NO
Capparis fohaiensis,Capparaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.006700310400061815,0.010925836270277562,-0.021728406547193303,-0.06444666822183476,-0.025352683702901974,-0.04533654710988222,0.01850905331621408,NO
Alseodaphne andersonii,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.02104899709688577,0.028497448511936183,-0.09483856819376875,-0.17864860729276366,-0.044223824663831,-0.04914894600744229,0.024393260702929888,NO
Ficus drupacea,Moraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.025144471758974524,0.015837452033112258,-0.1520266374128141,-0.06103873164616025,-0.11757261675098142,-0.05503339194468102,0.023076836428635866,NO
Fissistigma maclurei,Annonaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.013748020644887145,0.013442960550032225,-0.04724708537795525,-0.10024670944916478,-0.03882550271256524,-0.031192395175125596,0.058597545225412,NO
Garcinia cowa,Clusiaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.009136847452382049,0.022514580705619205,-0.03583153209743777,-0.08388359942255283,-0.03495480189639966,-0.044441939941752405,0.029035129635411702,NO
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.051761993558475786,0.03736488072933777,-0.13672873841257946,-0.0993518098747874,-0.029152562493223753,-0.03819473039043139,0.030663587908365247,NO
Sloanea tomentosa,Elaeocarpaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.011400892775951084,0.09546969228571095,-0.18450960152385443,-0.40822028580739966,-0.06738396401920978,-0.117901011789362,0.04322226690131504,NO
Ficus sagittata,Moraceae,L,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.02017252480234976,0.01949426880305898,-0.062390335905937844,-0.0550237648801972,-0.06948649012864296,-0.06167525837207237,0.041063843454678166,NO
Parashorea chinensis,Dipterocarpaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.028841452388613922,0.01930011146115933,-0.10550288925937154,-0.029402451655929168,-0.05477973815269363,-0.06571287625333576,0.03701341446593964,NO
Combretum latifolium,Combretaceae,L,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.03422398657927147,0.04514202076245201,-0.17304686464196783,-0.1868173953211006,-0.044549297003528505,-0.03405637635386386,0.059216763082091964,NO
Lithocarpus craibianus,Fagaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.01519154268843142,0.01747138029270195,-0.057492019012925895,-0.12489265154624359,-0.03929976671169538,-0.07067009467229769,0.06587004092068846,NO
Duabanga grandiflora,Lythraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.029941922432992613,0.034579751185867466,-0.09091485329523741,-0.15132233303973702,-0.08857657366268248,-0.09208113340349977,0.02391216145289129,NO
Croton tiglium spp. A,Euphorbiaceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.014404481328505511,0.019695441793421094,-0.04732323828486275,-0.04420298336288148,-0.036179117162818186,-0.031144750265702306,0.0445353484156553,NO
Croton tiglium spp. B,Euphorbiaceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.02075217661637739,0.01866718200668456,-0.13974855952853532,-0.07550475306426549,-0.05688904012089321,-0.09276953583383828,0.04788542096622244,NO
Fissistigma polyanthum,Annonaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.012988789303290539,0.006487944528588598,-0.0985939704998069,-0.05295241669821615,-0.027114143725995375,-0.06931838729734377,0.06427466622162589,NO
Cleidion brevipetiolatum,Euphorbiaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.012013211027870264,0.012183344614551603,-0.07520521030125105,-0.045494567719748705,-0.01300649280377039,-0.05100991513880227,0.05072156111733991,NO
Uncaria laevigata,Rubiaceae,L,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.011983390132771932,0.018221328918190713,-0.0732180117791737,-0.06639446137725108,-0.013319346267563285,-0.026597618408159853,0.031126010624444506,NO
Aglaia lawii,Meliaceae,T,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.019390175839594914,0.030623358121427337,-0.09136899527765174,-0.14209572770858953,-0.019535528756147013,-0.05679525406559023,0.04387871103162291,NO
Sargentodoxa cuneata,Lardizabalaceae,L,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.03720427917539637,0.04508180932516319,-0.20636914195941625,-0.19182864742336228,-0.22498449409330942,-0.2259763141882771,0.02843244577888144,NO
Garuga pinnata,Burseraceae,T,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.029968596888312823,0.019037770678772145,-0.13212090341038574,-0.07954181280853627,-0.03932173529632262,-0.057794012554337214,0.036466703587849585,NO
Litsea dilleniifolia,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.024316547674382977,0.033737097539750086,-0.07076435874192856,-0.12062011926504798,-0.05538071312760538,-0.04344718993140171,0.030560854251419498,NO
Tetracera sarmentosa,Dilleniaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.03278648405176356,0.02367795406722422,-0.057108566894161494,-0.05539694034344501,-0.014137957397127138,-0.03251695314889335,0.0517314583624769,NO
Strychnos angustiflora,Loganiaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.02559547891168996,0.009558856011762266,-0.06587682027845024,-0.0573720999801911,-0.02467168446216061,-0.03058730449164175,0.09706956326295692,NO
Mussaenda pubescens,Rubiaceae,L,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.026690314667837455,0.010758104984615064,-0.07463616530233459,-0.047700267483513935,-0.027668292165907715,-0.05869666475600589,0.04660872098866118,NO
Ficus langkokensis,Moraceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.012794476199248034,0.03162145022908852,-0.06279644182826348,-0.03609526080481984,-0.06442958279129685,-0.04644742971674747,0.01719295782689257,NO
Canarium album,Burseraceae,T,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.018075804897506213,0.016200664459275444,-0.09530233633565392,-0.08177143042313499,-0.04612935368091852,-0.018736951604313833,0.045906616432816474,NO
Pittosporopsis kerrii,Icacinaceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.03537505679591609,0.031655798040744323,-0.07587046506308727,-0.07095809243152293,-0.04832513913577451,-0.06360116393134813,0.04534242766247973,NO
Ficus semicordata,Moraceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.0653037807939992,0.02509446824079682,-0.06644075717931498,-0.055346198187779694,-0.05908180673822454,-0.10169585537694249,0.013358125840325278,NO
Harpullia cupanioides,Sapindaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.027850257372853453,0.03036697719908288,-0.05494376985628651,-0.06883895312478007,-0.047342320006482246,-0.041091648280686954,0.04739972373504418,NO
Dysoxylum lenticellatum,Meliaceae,T,D,C,Mengla_Bubeng,TRF,Chen Yajun,0.07230860833593188,0.01796021624054838,-0.2477048186202344,-0.06627711558606268,-0.02837416029380586,-0.03519865611956589,0.20293302628491447,NO
Nephelium chryseum,Sapindaceae,T,E,C,Mengla_Bubeng,TRF,Chen Yajun,0.03287632754669382,0.04164825817928308,-0.1384286838073506,-0.22939050245781012,-0.027157568746810874,-0.047033463051727384,0.04193229910570461,NO
Glochidion puberum,Phyllanthaceae,S,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.032560495706713384,0.011512160445532778,-0.2168559113793451,-0.04048257172043228,-0.03792496672356528,-0.07594519077842347,0.059788993460399696,NO
Phoebe lanceolata,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.032865966675059526,0.019706043810258495,-0.10997297195063839,-0.14402516111799923,-0.017387505701322754,-0.024929628548055107,0.04727525911018765,NO
Poikilospermum suaveolens,Urticaceae,L,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.04325546062962319,0.1313821507155785,-0.04945093061405961,-0.23269225278661423,-0.09233490338567178,-0.06823131754055659,0.10102515525882184,NO
Alnus cremastogyne,Betulaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.012998922223044534,0.0067980631699218535,-0.046507890782681895,-0.04855476967052974,-0.0216784338511934,-0.015392937798581396,0.045963726121258326,NO
Heteropanax fragrans,Araliaceae,T,E,C,Mengla_Bubeng,TRF,Chen Yajun,0.02834699424592028,0.018601521750388397,-0.0666960137082828,-0.05437580211027704,-0.049084029802564245,-0.07350780430135626,0.049759563707974276,NO
Baccaurea ramiflora,Phyllanthaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.01870770393024875,0.009430981311054756,-0.08763314089097364,-0.030924030618413548,-0.029267065518814275,-0.05303054204169832,0.02900813206556929,NO
Symplocos cochinchinensis,Symplocaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.037573260954395206,0.046186612704971056,-0.15202737625030233,-0.15175181098557405,-0.13724552073083465,-0.04212260166939651,0.052623878473576836,NO
Canthium simile,Rubiaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.011917065815636453,0.033400523911727084,-0.16080480273985054,-0.09525686371765632,-0.06124741759340315,-0.09434760937128789,0.04343258537706932,NO
Celtis timorensis,Cannabaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.04092073806465222,0.04639151143015195,-0.06952705823644588,-0.14413934628029243,-0.08476672661415688,-0.14354575336295866,0.020255857106962556,NO
Balakata baccata,Euphorbiaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.03140788886724528,0.04664934379079463,-0.06166677711840876,-0.10244983328821838,-0.09292486571951489,-0.059019235946784245,0.037126975167686614,NO
Lithocarpus grandifolius,Fagaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.019750731874191234,0.021424640650439437,-0.09091042921222167,-0.13946519342627248,-0.05360401027135207,-0.04381296392020971,0.06008921052178583,NO
Cinnamomum bejolghota,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.007925261790683378,0.013130466422256036,-0.04339955689714648,-0.044574238766447824,-0.05119492310694269,-0.03678617462644705,0.0825147684037045,NO
Cinnamomum tenuipile,Lauraceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.010256875531608872,0.020707359513196046,-0.08250953608056429,-0.14190587942366378,-0.050457128531650394,-0.02560383704734495,0.017437976367578902,NO
Elaeocarpus sylvestris,Elaeocarpaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.012163753116710842,0.010171826067098865,-0.10694641096564761,-0.04872116622731422,-0.02420647705683657,-0.039162851410401794,0.04245092875396106,NO
Drypetes hoaensis,Putranjivaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.012216253426997208,0.034829050016412635,-0.08475181039416262,-0.10663396618770689,-0.051871578284219594,-0.026633857847032753,0.05547748769378554,NO
Pterospermum menglunense,Malvaceae,T,D,S,Mengla_Bubeng,TRF,Chen Yajun,0.06393206519831535,0.00896122205257603,-0.17257302669738853,-0.0234707189878491,-0.03567082623326164,-0.055637986396101576,0.043956395614348616,NO
Ilex godajam,Aquifoliaceae,T,E,S,Mengla_Bubeng,TRF,Chen Yajun,0.018248562324650795,0.016435948544618162,-0.09587952806601147,-0.04909565842412108,-0.051686486178064955,-0.07660986381406884,0.05208058020644396,NO
Olea europaea,Oleaceae,T,E,S,Yuanjiang_Savanna,HDS,Chen Yajun,0.014694080962218975,0.03722313567055495,-0.058608907279752466,-0.08388863281611583,-0.11448657262235584,-0.035884092351709015,0.07052582126446293,NO
Callicarpa nudiflora,Lamiaceae,S,D,S,Yuanjiang_Savanna,HDS,Chen Yajun,0.015804036917467356,0.028223555789734005,-0.1482876909406748,-0.12543947738561972,-0.07587405320526458,-0.06181833576899434,0.06327160213107585,NO
Myriopteron extensum,Apocynaceae,L,D,S,Yuanjiang_Savanna,HDS,Chen Yajun,0.05275300020267194,0.08002824149022558,-0.08059838074228949,-0.11982909479694634,-0.08782954584528552,-0.08070713081099622,0.03213736439271407,NO
Dregea volubilis,Apocynaceae,L,D,S,Yuanjiang_Savanna,HDS,Chen Yajun,0.02063437863836688,0.04168271709569553,-0.04530867424322969,-0.07579203371754764,-0.06682197633846071,-0.061631130945485404,0.04822117750603744,NO
